"","SC249360.PC04924.C01","SC249360.PC07578.B09","SC249365.PC04924.H01","SC249365.PC07578.E09","SC249382.PC04924.D02","SC249382.PC07578.H05","SC249385.PC04924.G02","SC249385.PC07578.C07","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249410.PC04925.F02","SC249410.PC07578.B01","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249421.PC07578.F02","SC249426.PC04924.D07","SC249426.PC04925.F03","SC249426.PC07578.F03","SC249433.PC04924.B08","SC249433.PC04925.C04","SC249433.PC07578.G08","SC249436.PC04924.E08","SC249436.PC04925.E04","SC249436.PC07578.E04","SC249447.PC04924.G09","SC249447.PC04925.C05","SC249452.PC04924.D10","SC253182.PC04925.H05","SC253182.PC07578.A01","SC253186.PC04925.D06","SC253186.PC07578.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253200.PC07578.C08","SC253845.PC04924.H10","SC253845.PC07578.C09","SC253846.PC04924.A11","SC253846.PC04925.D09","SC253846.PC07578.D09","SC261516.PC04925.H10","SC261516.PC07578.H10","SC261528.PC04925.E10","SC261528.PC07578.E11","SC304090.PC07578.G04","SC304940.PC07578.C03","SC249364.PC04925.C01","SC249369.PC07578.E01","SC249396.PC04924.A04","SC249396.PC04925.A02","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249405.PC04925.C02","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249411.PC04925.G02","SC249411.PC07578.G02","SC249414.PC04924.A06","SC249414.PC04925.H02","SC249414.PC07578.H02","SC249418.PC04924.E06","SC249418.PC04925.B03","SC249419.PC04924.F06","SC249419.PC04925.C03","SC249424.PC04924.B07","SC249424.PC04925.E03","SC249424.PC07578.E03","SC249429.PC04924.G07","SC249429.PC04925.G03","SC249429.PC07578.G03","SC249430.PC04924.H07","SC249430.PC04925.H03","SC249430.PC07578.H03","SC249435.PC04924.D08","SC249435.PC04925.D04","SC249440.PC04924.A09","SC249440.PC04925.G04","SC249441.PC04924.B09","SC249441.PC04925.H04","SC249441.PC07578.H04","SC249445.PC04924.E09","SC249445.PC04925.B05","SC249448.PC04924.H09","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249448.PC07578.D05","SC249449.PC04924.A10","SC249449.PC04925.E05","SC249453.PC04924.E10","SC249453.PC04925.F05","SC249453.PC07578.F05","SC253183.PC04925.A06","SC253183.PC07578.D08","SC253184.PC04925.B06","SC253184.PC07578.G06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253201.PC07578.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC253849.PC04924.D11","SC253849.PC07578.F09","SC261515.PC07578.H11","SC261517.PC07578.F01","SC261523.PC04925.G10","SC261523.PC07578.G10","SC261526.PC04925.C11","SC261526.PC07578.C11","SC261527.PC04925.B10","SC261531.PC04925.G11","SC261531.PC07578.G11","SC261532.PC04925.D11","SC261532.PC07578.D11","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304925.PC07578.D.07.PC07578.D07","SC304929.PC07578.B04","SC304931.PC07578.B06","SC304935.PC07578.B.10.PC07578.B10","SC304941.PC07578.C04"
"Oscillibacter",0.00659252680168629,0.00734703957522998,0.00776034039412843,0.0103015604407602,0.00640949866687681,0.0124357809225291,0.00489486295665099,0.00653626747815536,0.0120209453229651,0.0107982070901435,0.00263245863279291,0.00226538294966186,0.00367336229264453,0.00313982359021921,0.00205585239605944,0.00198117880138683,0.00171264899554121,0.00210774596642662,0.00241188270130863,0.00113747156321092,0.00118818371778588,0.00123807825074232,0.0014897416909875,0.00132215756527133,0.00156510851419032,0.000777061154712876,0.000997218285834252,0.000672081179833778,0.00141225534334866,0.00150536285517155,0.000914992810770773,0.00149178255372946,0.00134328644623976,0.000648953679755467,0.000974984189445577,0.00559722264395389,0.0054558657723251,0.00653127333536669,0.00458107389264249,0.00655144243861026,0.00714160323007932,0.00920253464096968,0.00650621482686336,0.00656243968345879,0.00681083913030823,0.00434984627247832,0,NA,0.0156344909547075,0.0176402874713514,0.0172072090670741,0.0189200750222105,0.0244655852031534,0.0250269615200738,0.00486466112275908,0.00407667620782375,0.00360078034202225,0.00473123764585857,0.003189308921793,0.00326620191066357,0.0042229618617868,0.00251415429891151,0.00228642291073262,0.00227072956343393,0.00223827214620301,0.00338579696035481,0.003379700791461,0.00399853574747276,0.00182124121548055,0.00211150213002408,0.0023874751075464,0.00149381135296628,0.00116870286030989,0.00131193085352678,0.00150613591285625,0.00111195985341468,0.00181221406937105,0.00173022219181028,0.0016761217122228,0.00146069056955696,0.0019305779914109,0.00108485879706289,0.00105469338556577,0.00355804407959311,0.0039065665980451,0.00350171494244617,0.00386249178892052,0.00201396103304354,0.00167785234899329,0.00212396429085036,0.00213754646840149,0.00232261931520192,0.00698668007036944,0.00840278525889001,0.00389917073974408,0.00436375867440872,0.00943611163850389,0.00330938669855911,0.00274261821719466,0.0043896874287018,0.00464710050590775,0.00512815947151468,0.00523141374482911,0.00668899746985854,0.00796153394179169,0.00785543982933869,0.00880004498425551,0.00315001819505095,0.00294105218677372,0,NA,NA,0.0130627984779222,0.0120250770145382,0.0139301318303039,0.00270197991497524,0.0031523642732049,0.00490461033371369,0.00148080853963207,0.00185274534401235,0.00202243944719988,0.00230348401957961,0.0221589478373719,0.00729770546110001,0.0110276455430842,0,0.00757358366811511,0.0080980813302229,0.0144082583665068,NA
"Oscillospira",0.000437833848309336,0.000520378553347622,0.000345928992308845,0.000335327099888484,0.000354623901650971,0.000658419422445611,0.000384413321202957,0.000606659556355737,0.00053059165318442,0.000464073889618328,0.000417850576633796,0.000310934914659471,0.000553919710795604,0.000627964718043842,0.000386124561696443,0.000592200185197149,0.00046261208500251,0.000514390384663639,0.000469640525997389,0.000288881666847218,0.000174130372434138,0.000220335959877871,0.000348477588535087,0.000375427456805439,0.000208681135225376,0.000116559173206931,0.000167952553403663,0.000151454913765358,0.00021799914695986,0,0.000165570127663283,0.000134850400337126,0.000134328644623976,0.000103456383729132,0.000184456468273487,0.000495956436806041,0.000611515603202813,0.000462763328109717,0.000524004985986836,0.000616700571849621,0.000414931137390083,0.000648559584220721,0.000652361112319187,0.000561492165429629,0.000388082001726965,0.000266922384902079,0,NA,0,4.14821574870109e-05,0,0.000109681594331655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0524549772252e-05,0,0,0,0,0,0,0,5.86411996313982e-05,0,0,3.54057498937827e-05,0,0,0,3.65046771617614e-05,0,0,3.15779501699946e-05,4.09739508107721e-05,8.81350620862548e-05,9.20232567867152e-05,0,0,0,0,NA,NA,0,7.20603866039741e-05,8.51128217737512e-05,0,0,0.000100094088443137,0,0,0,0,0,0,3.63948697791559e-05,0,0,0,0,NA
"other",0.0411939103566469,0.043914657917251,0.0385710826424363,0.0395140096543012,0.0305895950720412,0.0304727636923419,0.0262041747286683,0.0272116165520211,0.0277125410991076,0.026418255082175,0.0273169814474344,0.0256965497329291,0.0333420794340301,0.0343931445574781,0.0293976456837535,0.0281456597110063,0.0258078486569485,0.0243519935763932,0.027748591078422,0.0628046798830029,0.0547691236120785,0.051715997439906,0.068737204338546,0.0700580280264758,0.0753425848636617,0.113188670448364,0.12105180286569,0.0677855398421083,0.0346523861428368,0.0474189299379038,0.0516404513964533,0.0550358196375896,0.0560054499050105,0.04964965906419,0.0549328929801138,0.0470247674571605,0.0519214966844388,0.0543641737045256,0.0518923725516661,0.0516586842653254,0.0311198353042562,0.0317355980332869,0.0270164481981786,0.0338649962274745,0.0538948879898323,0.0490445167221931,0,NA,0.102376865178925,0.0896325717900588,0.0899894712937922,0.0999747732333037,0.0957398423286841,0.0899792090546235,0.0988009140380221,0.103174603174603,0.105647102772705,0.0994070012115029,0.118344500510106,0.114743093209398,0.109941720495178,0.105555501417866,0.114902439496987,0.125528441672596,0.11938989777788,0.0855427551517118,0.075384512568859,0.0724147964595125,0.12061763832525,0.127329135025005,0.123114499785457,0.143417121549071,0.139027446444493,0.134842237558706,0.119515066662424,0.108053490103557,0.102307721552675,0.0921514384304832,0.116672136527732,0.120844054427578,0.116061226902013,0.0971234112528406,0.0936524677672787,0.0613232800927991,0.067748942309251,0.0653384093235405,0.0646113422377929,0.0785353673428472,0.0742756588639712,0.0903901678153036,0.0875671210243701,0.0822157288779002,0.111041300159169,0.105191511032328,0.109627107474326,0.0968170230845489,0.0864913613062464,0.100272778656094,0.0978545480889643,0.100862422997947,0.10940461084653,0.0899386579535439,0.0981968990452933,0.0965141411347736,0.0972129734811391,0.0974693604383653,0.096106987554356,0.0961267285298399,0.0952630466934291,0,NA,NA,0.0895114538907475,0.112098938910807,0.107242155434927,0.112671640277022,0.108850868920921,0.107761295617881,0.0957528957528958,0.0902730869439352,0.106447729570954,0.101414997326313,0.0711255738276483,0.0999269255127393,0.120656272291858,0,0.122396900877265,0.148108563618239,0.0920812044844267,NA
"Paenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.000103705393717527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Papillibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6.22613315623443e-05,0,0,0.000103279111799639,0,0,3.87529306903835e-05,0,0,0,0,0,0,0,6.60131366141862e-05,0.000101084978772154,0,0.000198443322382202,0,0.000116030593399793,0,0.000156404265926353,0,0.000101124731738559,8.86489894015208e-05,0,0.000236767902882111,0.000178459891139466,0.000145888379180107,0.00017957512525365,0.000105101817385592,0.000145807133614012,0.000133000491078736,0,0.00013424204874019,0.000112384805574286,0,0,0.000120819375034324,6.19600623141198e-05,0.000104423770647427,8.19155123405719e-05,6.20970162383698e-05,0.000118640200775724,2.47186197122753e-05,0,6.31559003399893e-05,0,0,3.34630024678964e-05,0.000121832358674464,9.09752547307133e-05,0,0,NA,NA,0,0,0,8.29959700845637e-05,0,0.000120112906131764,0,8.6847438000579e-05,0.000115567968411422,0,0,0,0,0,0,0,0,NA
"Parabacteroides",0.0056042732583595,0.00437470783831221,0.00675714631643278,0.00505330141227297,0.00832709457950799,0.00578667210712762,0.00506144206250561,0.00539144218632276,0.00560165614181584,0.00551229229863721,0.00459635634297175,0.00474175744855693,0.00495612372817119,0.0038064322909119,0.00691893471364168,0.0065788056937356,0.00684075317184563,0.00593430858404637,0.00768140860317764,0.00224786047015491,0.00197689187528168,0.0023607424272629,0.00196889837522324,0.00187713728402719,0.0018955203116305,0.00166096821819877,0.00173201070697528,0.00125896897067454,0.00862518364058575,0.00846766606033996,0.00790379504161039,0.00807416772018542,0.00460555352996488,0.00561486009875382,0.0069127257395826,0.00801627546837519,0.0065642378031302,0.0080457715000894,0.00816971409970386,0.00771276169728812,0.00500311198353043,0.00561792829034435,0.00401854445188619,0.00346545945851099,0.00911992704058368,0.00408292388757625,0,NA,0.0176152119371451,0.0202432928536613,0.0197258407481575,0.0176587366873965,0.0209217707701637,0.0219805877055468,0.0264081603806921,0.0204484343828606,0.0173709115058941,0.0209143658738762,0.0196229814064209,0.0173767105602892,0.0186941707339534,0.0139155517009521,0.0124978201476487,0.0128290988238249,0.011745160024921,0.0216561198550489,0.0211756394222048,0.0229587287284469,0.0137384935167772,0.0120670494536025,0.0122674412208029,0.00201046791113507,0.00208438757560423,0.00224902432033162,0.00412596387395127,0.00380000193384322,0.0051831856949144,0.00539594717445918,0.00338740681700971,0.00389892021258666,0.0044521492454986,0.00396258950085076,0.00414343830043694,0.00724993307754082,0.00758619571736558,0.00679691849085065,0.00733961024742719,0.00457469881713963,0.00407186118841054,0.00485635585251723,0.00522511358942586,0.00513223945455908,0.00818463600569657,0.00979345601269232,0.00978636937778022,0.0110554454043337,0.0153977596354661,0.0096250727000172,0.0108773273444211,0.00780287474332649,0.00688001581991662,0.00954407457198565,0.0106943991242382,0.0105712793091792,0.0115359003486231,0.0104488225206007,0.0113866396761134,0.00967749272197962,0.00982040988802028,0,NA,NA,0.0168552238424803,0.0145742131906538,0.0156702161865673,0.0191905126384419,0.0206744802191387,0.0160951294216564,0.00473313649784238,0.00543278973270288,0.00426638416718833,0.00489490354160668,0.0142173668816704,0.0167096994202757,0.010823834272321,0,0.0113757481347872,0.011283874746935,0.0118275188331296,NA
"Paracoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Parasutterella",0.00253943632019415,0.00248723308549202,0.00171811399513393,0.00286977611067354,0.00355937323508938,0.00362594357994696,0.00233210748196461,0.00227008092055695,0.00298349077118452,0.0026146602073618,0.00231907070031757,0.00212102031071282,0.00244890819509635,0.00294660367697495,0.00257764234429788,0.00271335357581239,0.00265755878618463,0.00263468245803327,0.00346260387811634,0.00111038890694399,0.00108575408694227,0.00128004700500477,0.00136777453500022,0.00131399609881904,0.00100862548692265,0.00061193565933639,0.000650816144439196,0.00117377558168153,0.000862518364058575,0.0008624474691087,0.00116770511088841,0.00112937210282343,0.00148720999405116,0.00125088173054315,0.00136146440868526,0.00301622486057551,0.00292380897781345,0.00280813201375669,0.0024771144792105,0.00263499335244838,0.00234595681524393,0.00269941016135111,0.00347925926570233,0.00328999315681423,0.00200832435893704,0.00232321335007365,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5.10764358863039e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Pediococcus",0,0,0,0,2.62684371593312e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156808630747036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Pedobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Peptoniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63831024681144e-05,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Phascolarctobacterium",0.000100076308184991,0.0001940394605703,0,0.000155966092971388,0,0,0.000397227098576389,0.00026419045196137,0.000173964476453908,0.000158464254991624,0.000125355172990139,0.000166572275710431,0.000262383020903181,0.000231863895893111,0,0,0.000147642154788035,0.000213283818031265,0.00020696023179546,7.22204167118044e-05,8.19437046748884e-05,0.000115414074221742,0.000130679095700658,0.000179552261950427,0,0.00081591421244852,0.000892247939956962,0.000104125253213684,9.47822378086347e-05,0,0.000130713258681539,0.000117994100294985,4.79745159371342e-05,0.000103456383729132,8.78364134635655e-05,0.000192309638761526,0.000267538076401231,0.000189312270590339,0.000222305145570173,0.000320363933428375,0.000279280573243325,0.000525859122341125,0.000191359259613628,0.000263199452545139,0.00120305420535359,0.000286694413413344,0,NA,0.00731546282846956,0.0136165181951113,0.00709139329878817,0.00661380013819881,0.0118063978168587,0.00762705268892521,0.00155480694480435,0.0026671870934166,0.0025008301510875,0.00303513358413569,0.00380511208536686,0.00286599535243997,0.00255219501927302,0.00111090538789113,0.00120134085140189,0.00191494705119082,0.00151141057295152,0.00313700037860349,0.00413392780424468,0.00400792198162175,0.00263288132237949,0.00242637525467679,0.00206841161391117,0.00259451445515196,0.00206029060941228,0.00185213767556722,0.0023016302330268,0.00251399619032885,0.00292742272744554,0.00331381538431461,0.00285995592854799,0.00342700479780672,0.00358535912690595,0.0024095284861081,0.00257216039949203,0.00494110823592398,0.00612731192556451,0.00524359365740658,0.00544777753448653,0.00336267701897315,0.00245539368145359,0.00254433222341449,0.00327344072697233,0.00338403136784796,0.0126246125492167,0.00972490182060347,0.00669998352463068,0.00668283529245149,0.0101385988228593,0.00767548350631159,0.00766898150543866,0.00882500570385581,0.0103406225796352,0.00745185673204476,0.00949443701777839,0.00990545260850414,0.0100571898625093,0.0120299493872088,0.0104400959664118,0.0057200691411936,0.00665117261778999,0,NA,NA,0.00554179329366397,0.00768343872164874,0.00689413856367385,0.00263742749379836,0.00282006376577305,0.00453426220647409,0.00304337951396775,0.00315545691402104,0.00303365917079983,0.00261198634363046,0.00213066806128576,0.00330296682418278,0.00411989925900045,0,0.00332048864474871,0.00229171590944125,0.0021732543438966,NA
"Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Porphyromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,7.26382201560684e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95855693525011e-05,0,0,0,0,0,NA,NA,0,0,0,0,4.49054739772778e-05,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Prevotella",0.000100076308184991,0,0,0,0,0,0,0,0,0,0,0,3.88715586523231e-05,0,0,0.000139974589228417,0,0,0,3.61102083559022e-05,0,0,0,0,0,0,0,0,0,0,0,6.7425200168563e-05,0,0,0,8.09724794785372e-05,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.000123867131856562,0,7.58035172832019e-05,0,0,9.75800156128025e-05,8.30151087497925e-05,0,0,0,0,0,0,0,0,6.49034561090378e-05,0,0,4.94902504206671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69224591772999e-05,2.43147298633512e-05,0,0,0,0,0,0,0,0,0,0,4.42571873672284e-05,1.89861401177141e-05,0,2.06990054127899e-05,0,4.11976995204588e-05,0,0,0,2.93783540287516e-05,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Propionibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Pseudobutyrivibrio",0.00920702035301918,0.00755871898676122,0.00786411909182108,0.00736939789289808,0.00323101777059774,0.00274495984568874,0.00369036788354839,0.00684938208788736,0.00126994067811353,0.00254674695522253,0.00344726725722882,0.00298719614440706,0.00461599758996336,0.00419287211740042,0.00296376690599432,0.00403772853543511,0.00287410061320708,0.00283542016912152,0.00326360365523609,0.0118622034449139,0.0125169008890892,0.0121499543589797,0.0144879557433463,0.0147151240134827,0.0172161936560935,0.0539183308726397,0.0491576129743347,0.0122867798792147,0.00336476944220653,0.00555102552844509,0.00626552219946843,0.0075684787189212,0.0104680393774827,0.011455443216553,0.0136849132176235,0.00950414477879331,0.0109786160637505,0.0115901178994752,0.0100196104896271,0.0114610197184001,0.00999026507716123,0.0112095636245716,0.00299216296850401,0.00710638521871875,0.0303383104850055,0.00818561980366376,0,NA,0.068189621022052,0.0593713379032844,0.0606432833047751,0.0681671108771237,0.0576580503335355,0.0762705268892521,0.0429338735894838,0.0650641859658253,0.0467478831147269,0.0456417777210993,0.0374628909660757,0.0505422153369481,0.0492415770986542,0.0439782106627428,0.0733108566335329,0.0433426813444393,0.0520571336271546,0.0326897073935854,0.0297585518841355,0.0307493030721144,0.0570127684846085,0.0551583626597518,0.0576844792113631,0.0627288451602759,0.0827007879707945,0.0627742376469032,0.0565755560505298,0.0710107231606734,0.0462177951817917,0.0489056589018465,0.0739368934314783,0.0902257328734031,0.0759032347031244,0.0507257134374036,0.0486988527518888,0.026512447577407,0.0306203498079136,0.0300249609424103,0.0314429603678564,0.040561721982248,0.0358078245211982,0.0441607575472637,0.0495456422965717,0.0508104193201968,0.0504481863114685,0.0482523577745351,0.0626832884837168,0.0445138790539584,0.0485190810708183,0.0528764632158392,0.0671061755482649,0.0673876340406114,0.0797999439711286,0.0836709074883593,0.0767554708798669,0.0802782131260051,0.0859708566728035,0.11282887857113,0.0945793972109762,0.0740197416302766,0.0648806253961547,0,NA,NA,0.0918098935056312,0.0792033724260931,0.0686671332110231,0.0618043323896384,0.0636939242893709,0.0514883990951494,0.0594140358846241,0.0607449580237383,0.0786343718399384,0.0812286619225865,0.0649660061595677,0.103746285380231,0.100580862121675,0,0.0820591128966139,0.100075020296587,0.0766594573133143,NA
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Pyramidobacter",0,0.000423358823062472,0.000161433529744128,0.000530284716102719,0.000380892338810302,0.000537863753547119,0.000371599543829525,0.000420747756827366,0.000374023624375902,0.000577262643183773,0.00049097442754471,0.00043308791684712,0.000466458703827877,0.000405761817812944,0.000323509767907831,0.000452225595968732,0,0.000451659849948561,0.000517400579488649,0.000180551041779511,0.000225345187855943,0.000178367205615419,0.000130679095700658,0.000155067862593551,0.000182595993322204,5.82795866034657e-05,8.39762767018317e-05,0.000227182370648038,0.000293824937206767,0.000376340713792887,0.000304997603590258,0.000303413400758533,0.000191898063748537,0.000253938396426052,0.000175672826927131,0.000394740837457869,0.000439526839802022,0.000420693934645197,0.000341397187839909,0.000280318441749828,0.000422910582339892,0.000604737990692294,0.000504492593526838,0.000394799178817708,0.000397784051770139,0.000375668541714037,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Ralstonia",0,0,0,0,0.000170744841535653,8.34616169297253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16156490423965e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98972247490465e-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
