,Genus,value,Plate,Type
1159,Capnocytophaga,NA,PC04925,MSA1002
1160,Christensenella,NA,PC04925,MSA1002
1161,Clostridium sensu stricto 1,NA,PC04925,MSA1002
1162,Coprococcus,NA,PC04925,MSA1002
1163,Corynebacterium,NA,PC04925,MSA1002
1164,Desulfovibrio,NA,PC04925,MSA1002
1165,Devosia,NA,PC04925,MSA1002
1166,Dialister,NA,PC04925,MSA1002
1167,Dolosigranulum,NA,PC04925,MSA1002
1168,Dorea,NA,PC04925,MSA1002
1169,Eggerthella,NA,PC04925,MSA1002
1170,Eggerthia,NA,PC04925,MSA1002
1171,Enterorhabdus,NA,PC04925,MSA1002
1172,Faecalibacterium,NA,PC04925,MSA1002
1173,Finegoldia,NA,PC04925,MSA1002
1174,Flavonifractor,NA,PC04925,MSA1002
1175,Gemella,NA,PC04925,MSA1002
1176,Gordonibacter,NA,PC04925,MSA1002
1177,Granulicatella,NA,PC04925,MSA1002
1178,Haemophilus,NA,PC04925,MSA1002
1179,Holdemania,NA,PC04925,MSA1002
1180,Incertae Sedis,NA,PC04925,MSA1002
1181,Intestinimonas,NA,PC04925,MSA1002
1182,Lachnoanaerobaculum,NA,PC04925,MSA1002
1183,Lachnospira,NA,PC04925,MSA1002
1184,Lactococcus,NA,PC04925,MSA1002
1185,Lautropia,NA,PC04925,MSA1002
1186,Leptotrichia,NA,PC04925,MSA1002
1187,Leuconostoc,NA,PC04925,MSA1002
1188,Lysobacter,NA,PC04925,MSA1002
1189,Marvinbryantia,NA,PC04925,MSA1002
1190,Massilia,NA,PC04925,MSA1002
1191,Megasphaera,NA,PC04925,MSA1002
1192,Methylobacterium,NA,PC04925,MSA1002
1193,Mogibacterium,NA,PC04925,MSA1002
1194,Moraxella,NA,PC04925,MSA1002
1195,Mycobacterium,NA,PC04925,MSA1002
1196,Nevskia,NA,PC04925,MSA1002
1197,Nocardioides,NA,PC04925,MSA1002
1198,Nosocomiicoccus,NA,PC04925,MSA1002
1199,Odoribacter,NA,PC04925,MSA1002
1200,Oribacterium,NA,PC04925,MSA1002
1201,Oscillibacter,NA,PC04925,MSA1002
1202,Oscillospira,NA,PC04925,MSA1002
1203,Other,NA,PC04925,MSA1002
1204,Papillibacter,NA,PC04925,MSA1002
1205,Paracoccus,NA,PC04925,MSA1002
1206,Parasutterella,NA,PC04925,MSA1002
1207,Pedobacter,NA,PC04925,MSA1002
1208,Peptoniphilus,NA,PC04925,MSA1002
1209,Phascolarctobacterium,NA,PC04925,MSA1002
1210,Phenylobacterium,NA,PC04925,MSA1002
1211,Porphyromonas,NA,PC04925,MSA1002
1212,Prevotella,NA,PC04925,MSA1002
1213,Pseudobutyrivibrio,NA,PC04925,MSA1002
1214,Rhizobium,NA,PC04925,MSA1002
1215,Roseburia,NA,PC04925,MSA1002
1216,Rothia,NA,PC04925,MSA1002
1217,Rubellimicrobium,NA,PC04925,MSA1002
1218,Ruminococcus,NA,PC04925,MSA1002
1219,Salinarimonas,NA,PC04925,MSA1002
1220,Scardovia,NA,PC04925,MSA1002
1221,Sediminibacterium,NA,PC04925,MSA1002
1222,Solobacterium,NA,PC04925,MSA1002
1223,Sphingomonas,NA,PC04925,MSA1002
1224,Stomatobaculum,NA,PC04925,MSA1002
1225,Succiniclasticum,NA,PC04925,MSA1002
1226,Sutterella,NA,PC04925,MSA1002
1227,Synergistes,NA,PC04925,MSA1002
1228,Thalassospira,NA,PC04925,MSA1002
1229,Treponema,NA,PC04925,MSA1002
1230,Turicibacter,NA,PC04925,MSA1002
1231,uncultured,NA,PC04925,MSA1002
1232,Veillonella,NA,PC04925,MSA1002
1233,Weissella,NA,PC04925,MSA1002
1234,Acinetobacter,NA,PC04925,MSA1003
1235,Actinomyces,NA,PC04925,MSA1003
1236,Alistipes,NA,PC04925,MSA1003
1237,Anaerostipes,NA,PC04925,MSA1003
1238,Bacillus,-40.48536421,PC04925,MSA1003
1239,Bacteroides,NA,PC04925,MSA1003
1240,Bifidobacterium,NA,PC04925,MSA1003
1241,Bilophila,NA,PC04925,MSA1003
1242,Clostridium,NA,PC04925,MSA1003
1243,Lachnoclostridium,NA,PC04925,MSA1003
1244,Collinsella,NA,PC04925,MSA1003
1245,Coprobacillus,NA,PC04925,MSA1003
1246,Cryptococcus,NA,PC04925,MSA1003
1247,Deinococcus,NA,PC04925,MSA1003
1248,Enterococcus,-99.70630729,PC04925,MSA1003
1249,Escherichia-Shigella,43.98465747,PC04925,MSA1003
1250,Fusobacterium,NA,PC04925,MSA1003
1251,Helicobacter,NA,PC04925,MSA1003
1252,Lactobacillus,33.26222613,PC04925,MSA1003
1253,Listeria,-100,PC04925,MSA1003
1254,Neisseria,NA,PC04925,MSA1003
1255,Paenibacillus,NA,PC04925,MSA1003
1256,Parabacteroides,NA,PC04925,MSA1003
1257,Pediococcus,NA,PC04925,MSA1003
1258,Porphyromonadaceae,NA,PC04925,MSA1003
1259,Propionibacterium,NA,PC04925,MSA1003
1260,Pseudomonas,-100,PC04925,MSA1003
1261,Pyramidobacter,NA,PC04925,MSA1003
1262,Ralstonia,NA,PC04925,MSA1003
1263,Rhodobacter,NA,PC04925,MSA1003
1264,Saccharomyces,NA,PC04925,MSA1003
1265,Salmonella,NA,PC04925,MSA1003
1266,Staphylococcus,52.90868673,PC04925,MSA1003
1267,Streptococcus,NA,PC04925,MSA1003
1268,Subdoligranulum,NA,PC04925,MSA1003
1269,Abiotrophia,NA,PC04925,MSA1003
1270,Acetanaerobacterium,NA,PC04925,MSA1003
1271,Acidaminococcus,NA,PC04925,MSA1003
1272,Actinobacillus,NA,PC04925,MSA1003
1273,Adlercreutzia,NA,PC04925,MSA1003
1274,Akkermansia,NA,PC04925,MSA1003
1275,Alcaligenes,NA,PC04925,MSA1003
1276,Alkanindiges,NA,PC04925,MSA1003
1277,Alloprevotella,NA,PC04925,MSA1003
1278,Anaerococcus,NA,PC04925,MSA1003
1279,Anaerofilum,NA,PC04925,MSA1003
1280,Anaerofustis,NA,PC04925,MSA1003
1281,Anaeromyxobacter,NA,PC04925,MSA1003
1282,Anaerosporobacter,NA,PC04925,MSA1003
1283,Anaerotruncus,NA,PC04925,MSA1003
1284,Arthrobacter,NA,PC04925,MSA1003
1285,Atopobium,NA,PC04925,MSA1003
1286,Azospirillum,NA,PC04925,MSA1003
1287,Basidiomycota,NA,PC04925,MSA1003
1288,Bergeyella,NA,PC04925,MSA1003
1289,Blautia,NA,PC04925,MSA1003
1290,Bradyrhizobium,NA,PC04925,MSA1003
1291,Brevundimonas,NA,PC04925,MSA1003
1292,Bryobacter,NA,PC04925,MSA1003
1293,Butyricimonas,NA,PC04925,MSA1003
1294,Campylobacter,NA,PC04925,MSA1003
1295,Candidatus Planktophila,NA,PC04925,MSA1003
1296,Capnocytophaga,NA,PC04925,MSA1003
1297,Christensenella,NA,PC04925,MSA1003
1298,Clostridium sensu stricto 1,NA,PC04925,MSA1003
1299,Coprococcus,NA,PC04925,MSA1003
1300,Corynebacterium,NA,PC04925,MSA1003
1301,Desulfovibrio,NA,PC04925,MSA1003
1302,Devosia,NA,PC04925,MSA1003
1303,Dialister,NA,PC04925,MSA1003
1304,Dolosigranulum,NA,PC04925,MSA1003
1305,Dorea,NA,PC04925,MSA1003
1306,Eggerthella,NA,PC04925,MSA1003
1307,Eggerthia,NA,PC04925,MSA1003
1308,Enterorhabdus,NA,PC04925,MSA1003
1309,Faecalibacterium,NA,PC04925,MSA1003
1310,Finegoldia,NA,PC04925,MSA1003
1311,Flavonifractor,NA,PC04925,MSA1003
1312,Gemella,NA,PC04925,MSA1003
1313,Gordonibacter,NA,PC04925,MSA1003
1314,Granulicatella,NA,PC04925,MSA1003
1315,Haemophilus,NA,PC04925,MSA1003
1316,Holdemania,NA,PC04925,MSA1003
1317,Incertae Sedis,NA,PC04925,MSA1003
1318,Intestinimonas,NA,PC04925,MSA1003
1319,Lachnoanaerobaculum,NA,PC04925,MSA1003
1320,Lachnospira,NA,PC04925,MSA1003
1321,Lactococcus,NA,PC04925,MSA1003
1322,Lautropia,NA,PC04925,MSA1003
1323,Leptotrichia,NA,PC04925,MSA1003
1324,Leuconostoc,NA,PC04925,MSA1003
1325,Lysobacter,NA,PC04925,MSA1003
1326,Marvinbryantia,NA,PC04925,MSA1003
1327,Massilia,NA,PC04925,MSA1003
1328,Megasphaera,NA,PC04925,MSA1003
1329,Methylobacterium,NA,PC04925,MSA1003
1330,Mogibacterium,NA,PC04925,MSA1003
1331,Moraxella,NA,PC04925,MSA1003
1332,Mycobacterium,NA,PC04925,MSA1003
1333,Nevskia,NA,PC04925,MSA1003
1334,Nocardioides,NA,PC04925,MSA1003
1335,Nosocomiicoccus,NA,PC04925,MSA1003
1336,Odoribacter,NA,PC04925,MSA1003
1337,Oribacterium,NA,PC04925,MSA1003
1338,Oscillibacter,NA,PC04925,MSA1003
1339,Oscillospira,NA,PC04925,MSA1003
1340,Other,NA,PC04925,MSA1003
1341,Papillibacter,NA,PC04925,MSA1003
1342,Paracoccus,NA,PC04925,MSA1003
1343,Parasutterella,NA,PC04925,MSA1003
1344,Pedobacter,NA,PC04925,MSA1003
1345,Peptoniphilus,NA,PC04925,MSA1003
1346,Phascolarctobacterium,NA,PC04925,MSA1003
1347,Phenylobacterium,NA,PC04925,MSA1003
1348,Porphyromonas,NA,PC04925,MSA1003
1349,Prevotella,NA,PC04925,MSA1003
1350,Pseudobutyrivibrio,NA,PC04925,MSA1003
1351,Rhizobium,NA,PC04925,MSA1003
1352,Roseburia,NA,PC04925,MSA1003
1353,Rothia,NA,PC04925,MSA1003
1354,Rubellimicrobium,NA,PC04925,MSA1003
1355,Ruminococcus,NA,PC04925,MSA1003
1356,Salinarimonas,NA,PC04925,MSA1003
1357,Scardovia,NA,PC04925,MSA1003
1358,Sediminibacterium,NA,PC04925,MSA1003
1359,Solobacterium,NA,PC04925,MSA1003
1360,Sphingomonas,NA,PC04925,MSA1003
1361,Stomatobaculum,NA,PC04925,MSA1003
1362,Succiniclasticum,NA,PC04925,MSA1003
1363,Sutterella,NA,PC04925,MSA1003
1364,Synergistes,NA,PC04925,MSA1003
1365,Thalassospira,NA,PC04925,MSA1003
1366,Treponema,NA,PC04925,MSA1003
1367,Turicibacter,NA,PC04925,MSA1003
1368,uncultured,NA,PC04925,MSA1003
1369,Veillonella,NA,PC04925,MSA1003
1370,Weissella,NA,PC04925,MSA1003
1371,Acinetobacter,NA,PC04925,Seq.200
1372,Actinomyces,NA,PC04925,Seq.200
1373,Alistipes,NA,PC04925,Seq.200
1374,Anaerostipes,NA,PC04925,Seq.200
1375,Bacillus,33.09647796,PC04925,Seq.200
1376,Bacteroides,NA,PC04925,Seq.200
1377,Bifidobacterium,NA,PC04925,Seq.200
1378,Bilophila,NA,PC04925,Seq.200
1379,Clostridium,NA,PC04925,Seq.200
1380,Lachnoclostridium,NA,PC04925,Seq.200
1381,Collinsella,NA,PC04925,Seq.200
1382,Coprobacillus,NA,PC04925,Seq.200
1383,Cryptococcus,NA,PC04925,Seq.200
1384,Deinococcus,NA,PC04925,Seq.200
1385,Enterococcus,-15.76568434,PC04925,Seq.200
1386,Escherichia-Shigella,-20.36223081,PC04925,Seq.200
1387,Fusobacterium,NA,PC04925,Seq.200
1388,Helicobacter,NA,PC04925,Seq.200
1389,Lactobacillus,-42.94089348,PC04925,Seq.200
1390,Listeria,40.26247189,PC04925,Seq.200
1391,Neisseria,NA,PC04925,Seq.200
1392,Paenibacillus,NA,PC04925,Seq.200
1393,Parabacteroides,NA,PC04925,Seq.200
1394,Pediococcus,NA,PC04925,Seq.200
1395,Porphyromonadaceae,NA,PC04925,Seq.200
1396,Propionibacterium,NA,PC04925,Seq.200
1397,Pseudomonas,-100,PC04925,Seq.200
1398,Pyramidobacter,NA,PC04925,Seq.200
1399,Ralstonia,NA,PC04925,Seq.200
1400,Rhodobacter,NA,PC04925,Seq.200
1401,Saccharomyces,NA,PC04925,Seq.200
1402,Salmonella,NA,PC04925,Seq.200
1403,Staphylococcus,69.74869035,PC04925,Seq.200
1404,Streptococcus,NA,PC04925,Seq.200
1405,Subdoligranulum,NA,PC04925,Seq.200
1406,Abiotrophia,NA,PC04925,Seq.200
1407,Acetanaerobacterium,NA,PC04925,Seq.200
1408,Acidaminococcus,NA,PC04925,Seq.200
1409,Actinobacillus,NA,PC04925,Seq.200
1410,Adlercreutzia,NA,PC04925,Seq.200
1411,Akkermansia,NA,PC04925,Seq.200
1412,Alcaligenes,NA,PC04925,Seq.200
1413,Alkanindiges,NA,PC04925,Seq.200
1414,Alloprevotella,NA,PC04925,Seq.200
1415,Anaerococcus,NA,PC04925,Seq.200
1416,Anaerofilum,NA,PC04925,Seq.200
1417,Anaerofustis,NA,PC04925,Seq.200
1418,Anaeromyxobacter,NA,PC04925,Seq.200
1419,Anaerosporobacter,NA,PC04925,Seq.200
1420,Anaerotruncus,NA,PC04925,Seq.200
1421,Arthrobacter,NA,PC04925,Seq.200
1422,Atopobium,NA,PC04925,Seq.200
1423,Azospirillum,NA,PC04925,Seq.200
1424,Basidiomycota,NA,PC04925,Seq.200
1425,Bergeyella,NA,PC04925,Seq.200
1426,Blautia,NA,PC04925,Seq.200
1427,Bradyrhizobium,NA,PC04925,Seq.200
1428,Brevundimonas,NA,PC04925,Seq.200
1429,Bryobacter,NA,PC04925,Seq.200
1430,Butyricimonas,NA,PC04925,Seq.200
1431,Campylobacter,NA,PC04925,Seq.200
1432,Candidatus Planktophila,NA,PC04925,Seq.200
1433,Capnocytophaga,NA,PC04925,Seq.200
1434,Christensenella,NA,PC04925,Seq.200
1435,Clostridium sensu stricto 1,NA,PC04925,Seq.200
1436,Coprococcus,NA,PC04925,Seq.200
1437,Corynebacterium,NA,PC04925,Seq.200
1438,Desulfovibrio,NA,PC04925,Seq.200
1439,Devosia,NA,PC04925,Seq.200
1440,Dialister,NA,PC04925,Seq.200
1441,Dolosigranulum,NA,PC04925,Seq.200
1442,Dorea,NA,PC04925,Seq.200
1443,Eggerthella,NA,PC04925,Seq.200
1444,Eggerthia,NA,PC04925,Seq.200
1445,Enterorhabdus,NA,PC04925,Seq.200
1446,Faecalibacterium,NA,PC04925,Seq.200
1447,Finegoldia,NA,PC04925,Seq.200
1448,Flavonifractor,NA,PC04925,Seq.200
1449,Gemella,NA,PC04925,Seq.200
1450,Gordonibacter,NA,PC04925,Seq.200
1451,Granulicatella,NA,PC04925,Seq.200
1452,Haemophilus,NA,PC04925,Seq.200
1453,Holdemania,NA,PC04925,Seq.200
1454,Incertae Sedis,NA,PC04925,Seq.200
1455,Intestinimonas,NA,PC04925,Seq.200
1456,Lachnoanaerobaculum,NA,PC04925,Seq.200
1457,Lachnospira,NA,PC04925,Seq.200
1458,Lactococcus,NA,PC04925,Seq.200
1459,Lautropia,NA,PC04925,Seq.200
1460,Leptotrichia,NA,PC04925,Seq.200
1461,Leuconostoc,NA,PC04925,Seq.200
1462,Lysobacter,NA,PC04925,Seq.200
1463,Marvinbryantia,NA,PC04925,Seq.200
1464,Massilia,NA,PC04925,Seq.200
1465,Megasphaera,NA,PC04925,Seq.200
1466,Methylobacterium,NA,PC04925,Seq.200
1467,Mogibacterium,NA,PC04925,Seq.200
1468,Moraxella,NA,PC04925,Seq.200
1469,Mycobacterium,NA,PC04925,Seq.200
1470,Nevskia,NA,PC04925,Seq.200
1471,Nocardioides,NA,PC04925,Seq.200
1472,Nosocomiicoccus,NA,PC04925,Seq.200
1473,Odoribacter,NA,PC04925,Seq.200
1474,Oribacterium,NA,PC04925,Seq.200
1475,Oscillibacter,NA,PC04925,Seq.200
1476,Oscillospira,NA,PC04925,Seq.200
1477,Other,NA,PC04925,Seq.200
1478,Papillibacter,NA,PC04925,Seq.200
1479,Paracoccus,NA,PC04925,Seq.200
1480,Parasutterella,NA,PC04925,Seq.200
1481,Pedobacter,NA,PC04925,Seq.200
1482,Peptoniphilus,NA,PC04925,Seq.200
1483,Phascolarctobacterium,NA,PC04925,Seq.200
1484,Phenylobacterium,NA,PC04925,Seq.200
1485,Porphyromonas,NA,PC04925,Seq.200
1486,Prevotella,NA,PC04925,Seq.200
1487,Pseudobutyrivibrio,NA,PC04925,Seq.200
1488,Rhizobium,NA,PC04925,Seq.200
1489,Roseburia,NA,PC04925,Seq.200
1490,Rothia,NA,PC04925,Seq.200
1491,Rubellimicrobium,NA,PC04925,Seq.200
1492,Ruminococcus,NA,PC04925,Seq.200
1493,Salinarimonas,NA,PC04925,Seq.200
1494,Scardovia,NA,PC04925,Seq.200
1495,Sediminibacterium,NA,PC04925,Seq.200
1496,Solobacterium,NA,PC04925,Seq.200
1497,Sphingomonas,NA,PC04925,Seq.200
1498,Stomatobaculum,NA,PC04925,Seq.200
1499,Succiniclasticum,NA,PC04925,Seq.200
1500,Sutterella,NA,PC04925,Seq.200
1501,Synergistes,NA,PC04925,Seq.200
1502,Thalassospira,NA,PC04925,Seq.200
1503,Treponema,NA,PC04925,Seq.200
1504,Turicibacter,NA,PC04925,Seq.200
1505,uncultured,NA,PC04925,Seq.200
1506,Veillonella,NA,PC04925,Seq.200
1507,Weissella,NA,PC04925,Seq.200
1508,Acinetobacter,NA,PC04925,Seq.2000
1509,Actinomyces,NA,PC04925,Seq.2000
1510,Alistipes,NA,PC04925,Seq.2000
1511,Anaerostipes,NA,PC04925,Seq.2000
1512,Bacillus,34.66982565,PC04925,Seq.2000
1513,Bacteroides,NA,PC04925,Seq.2000
1514,Bifidobacterium,NA,PC04925,Seq.2000
1515,Bilophila,NA,PC04925,Seq.2000
1516,Clostridium,NA,PC04925,Seq.2000
1517,Lachnoclostridium,NA,PC04925,Seq.2000
1518,Collinsella,NA,PC04925,Seq.2000
1519,Coprobacillus,NA,PC04925,Seq.2000
1520,Cryptococcus,NA,PC04925,Seq.2000
1521,Deinococcus,NA,PC04925,Seq.2000
1522,Enterococcus,-5.268913125,PC04925,Seq.2000
1523,Escherichia-Shigella,-41.73375313,PC04925,Seq.2000
1524,Fusobacterium,NA,PC04925,Seq.2000
1525,Helicobacter,NA,PC04925,Seq.2000
1526,Lactobacillus,-29.10515765,PC04925,Seq.2000
1527,Listeria,36.68671405,PC04925,Seq.2000
1528,Neisseria,NA,PC04925,Seq.2000
1529,Paenibacillus,NA,PC04925,Seq.2000
1530,Parabacteroides,NA,PC04925,Seq.2000
1531,Pediococcus,NA,PC04925,Seq.2000
1532,Porphyromonadaceae,NA,PC04925,Seq.2000
1533,Propionibacterium,NA,PC04925,Seq.2000
1534,Pseudomonas,-100,PC04925,Seq.2000
1535,Pyramidobacter,NA,PC04925,Seq.2000
1536,Ralstonia,NA,PC04925,Seq.2000
1537,Rhodobacter,NA,PC04925,Seq.2000
1538,Saccharomyces,NA,PC04925,Seq.2000
1539,Salmonella,NA,PC04925,Seq.2000
1540,Staphylococcus,68.81860622,PC04925,Seq.2000
1541,Streptococcus,NA,PC04925,Seq.2000
1542,Subdoligranulum,NA,PC04925,Seq.2000
1543,Abiotrophia,NA,PC04925,Seq.2000
1544,Acetanaerobacterium,NA,PC04925,Seq.2000
1545,Acidaminococcus,NA,PC04925,Seq.2000
1546,Actinobacillus,NA,PC04925,Seq.2000
1547,Adlercreutzia,NA,PC04925,Seq.2000
1548,Akkermansia,NA,PC04925,Seq.2000
1549,Alcaligenes,NA,PC04925,Seq.2000
1550,Alkanindiges,NA,PC04925,Seq.2000
1551,Alloprevotella,NA,PC04925,Seq.2000
1552,Anaerococcus,NA,PC04925,Seq.2000
1553,Anaerofilum,NA,PC04925,Seq.2000
1554,Anaerofustis,NA,PC04925,Seq.2000
1555,Anaeromyxobacter,NA,PC04925,Seq.2000
1556,Anaerosporobacter,NA,PC04925,Seq.2000
1557,Anaerotruncus,NA,PC04925,Seq.2000
1558,Arthrobacter,NA,PC04925,Seq.2000
1559,Atopobium,NA,PC04925,Seq.2000
1560,Azospirillum,NA,PC04925,Seq.2000
1561,Basidiomycota,NA,PC04925,Seq.2000
1562,Bergeyella,NA,PC04925,Seq.2000
1563,Blautia,NA,PC04925,Seq.2000
1564,Bradyrhizobium,NA,PC04925,Seq.2000
1565,Brevundimonas,NA,PC04925,Seq.2000
1566,Bryobacter,NA,PC04925,Seq.2000
1567,Butyricimonas,NA,PC04925,Seq.2000
1568,Campylobacter,NA,PC04925,Seq.2000
1569,Candidatus Planktophila,NA,PC04925,Seq.2000
1570,Capnocytophaga,NA,PC04925,Seq.2000
1571,Christensenella,NA,PC04925,Seq.2000
1572,Clostridium sensu stricto 1,NA,PC04925,Seq.2000
1573,Coprococcus,NA,PC04925,Seq.2000
1574,Corynebacterium,NA,PC04925,Seq.2000
1575,Desulfovibrio,NA,PC04925,Seq.2000
1576,Devosia,NA,PC04925,Seq.2000
1577,Dialister,NA,PC04925,Seq.2000
1578,Dolosigranulum,NA,PC04925,Seq.2000
1579,Dorea,NA,PC04925,Seq.2000
1580,Eggerthella,NA,PC04925,Seq.2000
1581,Eggerthia,NA,PC04925,Seq.2000
1582,Enterorhabdus,NA,PC04925,Seq.2000
1583,Faecalibacterium,NA,PC04925,Seq.2000
1584,Finegoldia,NA,PC04925,Seq.2000
1585,Flavonifractor,NA,PC04925,Seq.2000
1586,Gemella,NA,PC04925,Seq.2000
1587,Gordonibacter,NA,PC04925,Seq.2000
1588,Granulicatella,NA,PC04925,Seq.2000
1589,Haemophilus,NA,PC04925,Seq.2000
1590,Holdemania,NA,PC04925,Seq.2000
1591,Incertae Sedis,NA,PC04925,Seq.2000
1592,Intestinimonas,NA,PC04925,Seq.2000
1593,Lachnoanaerobaculum,NA,PC04925,Seq.2000
1594,Lachnospira,NA,PC04925,Seq.2000
1595,Lactococcus,NA,PC04925,Seq.2000
1596,Lautropia,NA,PC04925,Seq.2000
1597,Leptotrichia,NA,PC04925,Seq.2000
1598,Leuconostoc,NA,PC04925,Seq.2000
1599,Lysobacter,NA,PC04925,Seq.2000
1600,Marvinbryantia,NA,PC04925,Seq.2000
1601,Massilia,NA,PC04925,Seq.2000
1602,Megasphaera,NA,PC04925,Seq.2000
1603,Methylobacterium,NA,PC04925,Seq.2000
1604,Mogibacterium,NA,PC04925,Seq.2000
1605,Moraxella,NA,PC04925,Seq.2000
1606,Mycobacterium,NA,PC04925,Seq.2000
1607,Nevskia,NA,PC04925,Seq.2000
1608,Nocardioides,NA,PC04925,Seq.2000
1609,Nosocomiicoccus,NA,PC04925,Seq.2000
1610,Odoribacter,NA,PC04925,Seq.2000
1611,Oribacterium,NA,PC04925,Seq.2000
1612,Oscillibacter,NA,PC04925,Seq.2000
1613,Oscillospira,NA,PC04925,Seq.2000
1614,Other,NA,PC04925,Seq.2000
1615,Papillibacter,NA,PC04925,Seq.2000
1616,Paracoccus,NA,PC04925,Seq.2000
1617,Parasutterella,NA,PC04925,Seq.2000
1618,Pedobacter,NA,PC04925,Seq.2000
1619,Peptoniphilus,NA,PC04925,Seq.2000
1620,Phascolarctobacterium,NA,PC04925,Seq.2000
1621,Phenylobacterium,NA,PC04925,Seq.2000
1622,Porphyromonas,NA,PC04925,Seq.2000
1623,Prevotella,NA,PC04925,Seq.2000
1624,Pseudobutyrivibrio,NA,PC04925,Seq.2000
1625,Rhizobium,NA,PC04925,Seq.2000
1626,Roseburia,NA,PC04925,Seq.2000
1627,Rothia,NA,PC04925,Seq.2000
1628,Rubellimicrobium,NA,PC04925,Seq.2000
1629,Ruminococcus,NA,PC04925,Seq.2000
1630,Salinarimonas,NA,PC04925,Seq.2000
1631,Scardovia,NA,PC04925,Seq.2000
1632,Sediminibacterium,NA,PC04925,Seq.2000
1633,Solobacterium,NA,PC04925,Seq.2000
1634,Sphingomonas,NA,PC04925,Seq.2000
1635,Stomatobaculum,NA,PC04925,Seq.2000
1636,Succiniclasticum,NA,PC04925,Seq.2000
1637,Sutterella,NA,PC04925,Seq.2000
1638,Synergistes,NA,PC04925,Seq.2000
1639,Thalassospira,NA,PC04925,Seq.2000
1640,Treponema,NA,PC04925,Seq.2000
1641,Turicibacter,NA,PC04925,Seq.2000
1642,uncultured,NA,PC04925,Seq.2000
1643,Veillonella,NA,PC04925,Seq.2000
1644,Weissella,NA,PC04925,Seq.2000
1645,Acinetobacter,NA,PC07578,MSA1000
1646,Actinomyces,NA,PC07578,MSA1000
1647,Alistipes,NA,PC07578,MSA1000
1648,Anaerostipes,NA,PC07578,MSA1000
1649,Bacillus,NaN,PC07578,MSA1000
1650,Bacteroides,NA,PC07578,MSA1000
1651,Bifidobacterium,NA,PC07578,MSA1000
1652,Bilophila,NA,PC07578,MSA1000
1653,Clostridium,NA,PC07578,MSA1000
1654,Lachnoclostridium,NA,PC07578,MSA1000
1655,Collinsella,NA,PC07578,MSA1000
1656,Coprobacillus,NA,PC07578,MSA1000
1657,Cryptococcus,NA,PC07578,MSA1000
1658,Deinococcus,NA,PC07578,MSA1000
1659,Enterococcus,NaN,PC07578,MSA1000
1660,Escherichia-Shigella,NaN,PC07578,MSA1000
1661,Fusobacterium,NA,PC07578,MSA1000
1662,Helicobacter,NA,PC07578,MSA1000
1663,Lactobacillus,NaN,PC07578,MSA1000
1664,Listeria,NaN,PC07578,MSA1000
1665,Neisseria,NA,PC07578,MSA1000
1666,Paenibacillus,NA,PC07578,MSA1000
1667,Parabacteroides,NA,PC07578,MSA1000
1668,Pediococcus,NA,PC07578,MSA1000
1669,Porphyromonadaceae,NA,PC07578,MSA1000
1670,Propionibacterium,NA,PC07578,MSA1000
1671,Pseudomonas,NaN,PC07578,MSA1000
1672,Pyramidobacter,NA,PC07578,MSA1000
1673,Ralstonia,NA,PC07578,MSA1000
1674,Rhodobacter,NA,PC07578,MSA1000
1675,Saccharomyces,NA,PC07578,MSA1000
1676,Salmonella,NA,PC07578,MSA1000
1677,Staphylococcus,NaN,PC07578,MSA1000
1678,Streptococcus,NA,PC07578,MSA1000
1679,Subdoligranulum,NA,PC07578,MSA1000
1680,Abiotrophia,NA,PC07578,MSA1000
1681,Acetanaerobacterium,NA,PC07578,MSA1000
1682,Acidaminococcus,NA,PC07578,MSA1000
1683,Actinobacillus,NA,PC07578,MSA1000
1684,Adlercreutzia,NA,PC07578,MSA1000
1685,Akkermansia,NA,PC07578,MSA1000
1686,Alcaligenes,NA,PC07578,MSA1000
1687,Alkanindiges,NA,PC07578,MSA1000
1688,Alloprevotella,NA,PC07578,MSA1000
1689,Anaerococcus,NA,PC07578,MSA1000
1690,Anaerofilum,NA,PC07578,MSA1000
1691,Anaerofustis,NA,PC07578,MSA1000
1692,Anaeromyxobacter,NA,PC07578,MSA1000
1693,Anaerosporobacter,NA,PC07578,MSA1000
1694,Anaerotruncus,NA,PC07578,MSA1000
1695,Arthrobacter,NA,PC07578,MSA1000
1696,Atopobium,NA,PC07578,MSA1000
1697,Azospirillum,NA,PC07578,MSA1000
1698,Basidiomycota,NA,PC07578,MSA1000
1699,Bergeyella,NA,PC07578,MSA1000
1700,Blautia,NA,PC07578,MSA1000
1701,Bradyrhizobium,NA,PC07578,MSA1000
1702,Brevundimonas,NA,PC07578,MSA1000
1703,Bryobacter,NA,PC07578,MSA1000
1704,Butyricimonas,NA,PC07578,MSA1000
1705,Campylobacter,NA,PC07578,MSA1000
1706,Candidatus Planktophila,NA,PC07578,MSA1000
1707,Capnocytophaga,NA,PC07578,MSA1000
1708,Christensenella,NA,PC07578,MSA1000
1709,Clostridium sensu stricto 1,NA,PC07578,MSA1000
1710,Coprococcus,NA,PC07578,MSA1000
1711,Corynebacterium,NA,PC07578,MSA1000
1712,Desulfovibrio,NA,PC07578,MSA1000
1713,Devosia,NA,PC07578,MSA1000
1714,Dialister,NA,PC07578,MSA1000
1715,Dolosigranulum,NA,PC07578,MSA1000
1716,Dorea,NA,PC07578,MSA1000
1717,Eggerthella,NA,PC07578,MSA1000
