,Genus,value,Plate,Type
1039,Gordonibacter,0,PC04925,MSA1003
1040,Gossypium arboreum,0,PC04925,MSA1003
1041,Holdemania,0,PC04925,MSA1003
1042,Hungatella,0,PC04925,MSA1003
1043,Intestinibacter,7.34E-06,PC04925,MSA1003
1044,Intestinimonas,0,PC04925,MSA1003
1045,Kluyvera,0,PC04925,MSA1003
1046,Lachnospira,4.40E-05,PC04925,MSA1003
1047,Lachnospiraceae FCS020 group,0,PC04925,MSA1003
1048,Lachnospiraceae ND3007 group,2.20E-05,PC04925,MSA1003
1049,Lachnospiraceae NK4A136 group,5.87E-05,PC04925,MSA1003
1050,Lachnospiraceae UCG-001,4.40E-05,PC04925,MSA1003
1051,Lachnospiraceae UCG-004,7.34E-06,PC04925,MSA1003
1052,Lachnospiraceae UCG-008,0,PC04925,MSA1003
1053,Lactonifactor,0,PC04925,MSA1003
1054,Marvinbryantia,0,PC04925,MSA1003
1055,Odoribacter,0,PC04925,MSA1003
1056,Oryza sativa Indica Group (long-grained rice),0,PC04925,MSA1003
1057,Other,0.003457236,PC04925,MSA1003
1058,Oxalobacter,7.34E-06,PC04925,MSA1003
1059,Parasutterella,0,PC04925,MSA1003
1060,Phascolarctobacterium,1.47E-05,PC04925,MSA1003
1061,Porphyromonas,0.173838046,PC04925,MSA1003
1062,Raoultella,0.000256907,PC04925,MSA1003
1063,Roseburia,0.000110103,PC04925,MSA1003
1064,Ruminiclostridium,0,PC04925,MSA1003
1065,Ruminiclostridium 5,3.67E-05,PC04925,MSA1003
1066,Ruminiclostridium 9,0,PC04925,MSA1003
1067,Ruminococcaceae NK4A214 group,8.81E-05,PC04925,MSA1003
1068,Ruminococcaceae UCG-002,0.000117443,PC04925,MSA1003
1069,Ruminococcaceae UCG-003,7.34E-06,PC04925,MSA1003
1070,Ruminococcaceae UCG-004,7.34E-06,PC04925,MSA1003
1071,Ruminococcaceae UCG-005,3.67E-05,PC04925,MSA1003
1072,Ruminococcaceae UCG-013,2.20E-05,PC04925,MSA1003
1073,Ruminococcaceae UCG-014,4.40E-05,PC04925,MSA1003
1074,Ruminococcus 1,0.000264247,PC04925,MSA1003
1075,Ruminococcus 2,0.000234887,PC04925,MSA1003
1076,Sellimonas,0,PC04925,MSA1003
1077,Serratia,0.013410552,PC04925,MSA1003
1078,Succiniclasticum,0,PC04925,MSA1003
1079,Tyzzerella,0,PC04925,MSA1003
1080,Tyzzerella 3,0,PC04925,MSA1003
1081,Acinetobacter,0,PC04925,Seq200
1082,Actinomyces,0,PC04925,Seq200
1083,Alistipes,7.09E-05,PC04925,Seq200
1084,Anaerostipes,0,PC04925,Seq200
1085,Bacteroides,0.00018621,PC04925,Seq200
1086,Bifidobacterium,0,PC04925,Seq200
1087,Bilophila,1.77E-05,PC04925,Seq200
1088,Clostridium,NA,PC04925,Seq200
1089,Lachnoclostridium,1.77E-05,PC04925,Seq200
1090,Collinsella,0,PC04925,Seq200
1091,Coprobacillus,NA,PC04925,Seq200
1092,Cryptococcus,NA,PC04925,Seq200
1093,Deinococcus,0,PC04925,Seq200
1094,Enterococcus,0.092466482,PC04925,Seq200
1095,Fusobacterium,2.66E-05,PC04925,Seq200
1096,Helicobacter,0,PC04925,Seq200
1097,Listeria,0.163687309,PC04925,Seq200
1098,Neisseria,8.87E-06,PC04925,Seq200
1099,Paenibacillus,8.87E-06,PC04925,Seq200
1100,Parabacteroides,1.77E-05,PC04925,Seq200
1101,Pediococcus,0,PC04925,Seq200
1102,Porphyromonadaceae,NA,PC04925,Seq200
1103,Propionibacterium,NA,PC04925,Seq200
1104,Pseudomonas,0.044938639,PC04925,Seq200
1105,Pyramidobacter,0,PC04925,Seq200
1106,Ralstonia,1.77E-05,PC04925,Seq200
1107,Rhodobacter,0,PC04925,Seq200
1108,Saccharomyces,NA,PC04925,Seq200
1109,Salmonella,NA,PC04925,Seq200
1110,Streptococcus,3.55E-05,PC04925,Seq200
1111,Subdoligranulum,7.09E-05,PC04925,Seq200
1112,Clostridium innocuum group,0,PC04925,Seq200
1113,Eubacterium coprostanoligenes group,3.55E-05,PC04925,Seq200
1114,Eubacterium eligens group,0,PC04925,Seq200
1115,Eubacterium hallii group,0,PC04925,Seq200
1116,Eubacterium rectale group,8.87E-05,PC04925,Seq200
1117,Eubacterium ventriosum group,8.87E-06,PC04925,Seq200
1118,Eubacterium xylanophilum group,0,PC04925,Seq200
1119,Ruminococcus gauvreauii group,8.87E-06,PC04925,Seq200
1120,Ruminococcus torques group,0,PC04925,Seq200
1121,Adlercreutzia,0,PC04925,Seq200
1122,Akkermansia,9.75E-05,PC04925,Seq200
1123,Ambiguous_taxa,4.43E-05,PC04925,Seq200
1124,Anaerofilum,0,PC04925,Seq200
1125,Anaerotruncus,8.87E-06,PC04925,Seq200
1126,Blautia,0.000115273,PC04925,Seq200
1127,Butyricicoccus,0,PC04925,Seq200
1128,Candidatus Stoquefichus,0,PC04925,Seq200
1129,Carnobacterium,0.001117259,PC04925,Seq200
1130,Christensenellaceae R-7 group,0,PC04925,Seq200
1131,Clostridium sensu stricto 1,1.77E-05,PC04925,Seq200
1132,Coprococcus 1,0,PC04925,Seq200
1133,Coprococcus 2,5.32E-05,PC04925,Seq200
1134,Coprococcus 3,0,PC04925,Seq200
1135,Defluviitaleaceae UCG-011,0,PC04925,Seq200
1136,Dialister,8.87E-06,PC04925,Seq200
1137,Dorea,8.87E-06,PC04925,Seq200
1138,Eisenbergiella,0,PC04925,Seq200
1139,Enterobacter,0.003493651,PC04925,Seq200
1140,Erwinia,0.000478825,PC04925,Seq200
1141,Erysipelatoclostridium,0,PC04925,Seq200
1142,Erysipelotrichaceae UCG-003,8.87E-06,PC04925,Seq200
1143,Faecalibacterium,4.43E-05,PC04925,Seq200
1144,Family XIII AD3011 group,8.87E-06,PC04925,Seq200
1145,Flavonifractor,0,PC04925,Seq200
1146,Fusicatenibacter,5.32E-05,PC04925,Seq200
1147,Gordonibacter,0,PC04925,Seq200
1148,Gossypium arboreum,0,PC04925,Seq200
1149,Holdemania,0,PC04925,Seq200
1150,Hungatella,0,PC04925,Seq200
1151,Intestinibacter,0,PC04925,Seq200
1152,Intestinimonas,0,PC04925,Seq200
1153,Kluyvera,0.001924168,PC04925,Seq200
1154,Lachnospira,2.66E-05,PC04925,Seq200
1155,Lachnospiraceae FCS020 group,0,PC04925,Seq200
1156,Lachnospiraceae ND3007 group,2.66E-05,PC04925,Seq200
1157,Lachnospiraceae NK4A136 group,2.66E-05,PC04925,Seq200
1158,Lachnospiraceae UCG-001,0,PC04925,Seq200
1159,Lachnospiraceae UCG-004,0,PC04925,Seq200
1160,Lachnospiraceae UCG-008,8.87E-06,PC04925,Seq200
1161,Lactonifactor,0,PC04925,Seq200
1162,Marvinbryantia,0,PC04925,Seq200
1163,Odoribacter,0,PC04925,Seq200
1164,Oryza sativa Indica Group (long-grained rice),0,PC04925,Seq200
1165,Other,0.00133007,PC04925,Seq200
1166,Oxalobacter,0,PC04925,Seq200
1167,Parasutterella,0,PC04925,Seq200
1168,Phascolarctobacterium,8.87E-06,PC04925,Seq200
1169,Porphyromonas,0,PC04925,Seq200
1170,Raoultella,0.105926793,PC04925,Seq200
1171,Roseburia,4.43E-05,PC04925,Seq200
1172,Ruminiclostridium,0,PC04925,Seq200
1173,Ruminiclostridium 5,8.87E-06,PC04925,Seq200
1174,Ruminiclostridium 9,0,PC04925,Seq200
1175,Ruminococcaceae NK4A214 group,7.09E-05,PC04925,Seq200
1176,Ruminococcaceae UCG-002,7.09E-05,PC04925,Seq200
1177,Ruminococcaceae UCG-003,8.87E-06,PC04925,Seq200
1178,Ruminococcaceae UCG-004,8.87E-06,PC04925,Seq200
1179,Ruminococcaceae UCG-005,3.55E-05,PC04925,Seq200
1180,Ruminococcaceae UCG-013,0,PC04925,Seq200
1181,Ruminococcaceae UCG-014,2.66E-05,PC04925,Seq200
1182,Ruminococcus 1,8.87E-05,PC04925,Seq200
1183,Ruminococcus 2,0.000150741,PC04925,Seq200
1184,Sellimonas,0,PC04925,Seq200
1185,Serratia,0.010214939,PC04925,Seq200
1186,Succiniclasticum,0,PC04925,Seq200
1187,Tyzzerella,0,PC04925,Seq200
1188,Tyzzerella 3,0,PC04925,Seq200
1189,Acinetobacter,0,PC04925,Seq2000
1190,Actinomyces,0,PC04925,Seq2000
1191,Alistipes,0.000251229,PC04925,Seq2000
1192,Anaerostipes,2.51E-05,PC04925,Seq2000
1193,Bacteroides,0.000418715,PC04925,Seq2000
1194,Bifidobacterium,0,PC04925,Seq2000
1195,Bilophila,3.35E-05,PC04925,Seq2000
1196,Clostridium,NA,PC04925,Seq2000
1197,Lachnoclostridium,2.51E-05,PC04925,Seq2000
1198,Collinsella,2.51E-05,PC04925,Seq2000
1199,Coprobacillus,NA,PC04925,Seq2000
1200,Cryptococcus,NA,PC04925,Seq2000
1201,Deinococcus,0,PC04925,Seq2000
1202,Enterococcus,0.101680722,PC04925,Seq2000
1203,Fusobacterium,5.02E-05,PC04925,Seq2000
1204,Helicobacter,0,PC04925,Seq2000
1205,Listeria,0.157436795,PC04925,Seq2000
1206,Neisseria,0,PC04925,Seq2000
1207,Paenibacillus,1.67E-05,PC04925,Seq2000
1208,Parabacteroides,5.86E-05,PC04925,Seq2000
1209,Pediococcus,0,PC04925,Seq2000
1210,Porphyromonadaceae,NA,PC04925,Seq2000
1211,Propionibacterium,NA,PC04925,Seq2000
1212,Pseudomonas,0.051652668,PC04925,Seq2000
1213,Pyramidobacter,0,PC04925,Seq2000
1214,Ralstonia,8.37E-06,PC04925,Seq2000
1215,Rhodobacter,8.37E-06,PC04925,Seq2000
1216,Saccharomyces,NA,PC04925,Seq2000
1217,Salmonella,NA,PC04925,Seq2000
1218,Streptococcus,1.67E-05,PC04925,Seq2000
1219,Subdoligranulum,0.000376843,PC04925,Seq2000
1220,Clostridium innocuum group,0,PC04925,Seq2000
1221,Eubacterium coprostanoligenes group,3.35E-05,PC04925,Seq2000
1222,Eubacterium eligens group,8.37E-06,PC04925,Seq2000
1223,Eubacterium hallii group,4.19E-05,PC04925,Seq2000
1224,Eubacterium rectale group,0.000209357,PC04925,Seq2000
1225,Eubacterium ventriosum group,0,PC04925,Seq2000
1226,Eubacterium xylanophilum group,8.37E-06,PC04925,Seq2000
1227,Ruminococcus gauvreauii group,8.37E-06,PC04925,Seq2000
1228,Ruminococcus torques group,8.37E-06,PC04925,Seq2000
1229,Adlercreutzia,0,PC04925,Seq2000
1230,Akkermansia,0.000318223,PC04925,Seq2000
1231,Ambiguous_taxa,8.37E-05,PC04925,Seq2000
1232,Anaerofilum,0,PC04925,Seq2000
1233,Anaerotruncus,0,PC04925,Seq2000
1234,Blautia,0.00011724,PC04925,Seq2000
1235,Butyricicoccus,0.000100492,PC04925,Seq2000
1236,Candidatus Stoquefichus,0,PC04925,Seq2000
1237,Carnobacterium,0.000929547,PC04925,Seq2000
1238,Christensenellaceae R-7 group,1.67E-05,PC04925,Seq2000
1239,Clostridium sensu stricto 1,3.35E-05,PC04925,Seq2000
1240,Coprococcus 1,8.37E-06,PC04925,Seq2000
1241,Coprococcus 2,0.000142363,PC04925,Seq2000
1242,Coprococcus 3,0,PC04925,Seq2000
1243,Defluviitaleaceae UCG-011,0,PC04925,Seq2000
1244,Dialister,3.35E-05,PC04925,Seq2000
1245,Dorea,8.37E-05,PC04925,Seq2000
1246,Eisenbergiella,0,PC04925,Seq2000
1247,Enterobacter,0.00286401,PC04925,Seq2000
1248,Erwinia,0.000510832,PC04925,Seq2000
1249,Erysipelatoclostridium,0,PC04925,Seq2000
1250,Erysipelotrichaceae UCG-003,4.19E-05,PC04925,Seq2000
1251,Faecalibacterium,0.000544329,PC04925,Seq2000
1252,Family XIII AD3011 group,0,PC04925,Seq2000
1253,Flavonifractor,0,PC04925,Seq2000
1254,Fusicatenibacter,4.19E-05,PC04925,Seq2000
1255,Gordonibacter,0,PC04925,Seq2000
1256,Gossypium arboreum,0,PC04925,Seq2000
1257,Holdemania,0,PC04925,Seq2000
1258,Hungatella,0,PC04925,Seq2000
1259,Intestinibacter,0,PC04925,Seq2000
1260,Intestinimonas,0,PC04925,Seq2000
1261,Kluyvera,0.001808848,PC04925,Seq2000
1262,Lachnospira,2.51E-05,PC04925,Seq2000
1263,Lachnospiraceae FCS020 group,0,PC04925,Seq2000
1264,Lachnospiraceae ND3007 group,1.67E-05,PC04925,Seq2000
1265,Lachnospiraceae NK4A136 group,5.86E-05,PC04925,Seq2000
1266,Lachnospiraceae UCG-001,7.54E-05,PC04925,Seq2000
1267,Lachnospiraceae UCG-004,0,PC04925,Seq2000
1268,Lachnospiraceae UCG-008,0,PC04925,Seq2000
1269,Lactonifactor,0,PC04925,Seq2000
1270,Marvinbryantia,0,PC04925,Seq2000
1271,Odoribacter,0,PC04925,Seq2000
1272,Oryza sativa Indica Group (long-grained rice),0,PC04925,Seq2000
1273,Other,0.001222647,PC04925,Seq2000
1274,Oxalobacter,8.37E-06,PC04925,Seq2000
1275,Parasutterella,0,PC04925,Seq2000
1276,Phascolarctobacterium,3.35E-05,PC04925,Seq2000
1277,Porphyromonas,0,PC04925,Seq2000
1278,Raoultella,0.091815799,PC04925,Seq2000
1279,Roseburia,0.000200983,PC04925,Seq2000
1280,Ruminiclostridium,8.37E-06,PC04925,Seq2000
1281,Ruminiclostridium 5,5.02E-05,PC04925,Seq2000
1282,Ruminiclostridium 9,0,PC04925,Seq2000
1283,Ruminococcaceae NK4A214 group,0.000125614,PC04925,Seq2000
1284,Ruminococcaceae UCG-002,0.000192609,PC04925,Seq2000
1285,Ruminococcaceae UCG-003,2.51E-05,PC04925,Seq2000
1286,Ruminococcaceae UCG-004,8.37E-06,PC04925,Seq2000
1287,Ruminococcaceae UCG-005,2.51E-05,PC04925,Seq2000
1288,Ruminococcaceae UCG-013,3.35E-05,PC04925,Seq2000
1289,Ruminococcaceae UCG-014,5.86E-05,PC04925,Seq2000
1290,Ruminococcus 1,0.000159112,PC04925,Seq2000
1291,Ruminococcus 2,0.000251229,PC04925,Seq2000
1292,Sellimonas,0,PC04925,Seq2000
1293,Serratia,0.008231935,PC04925,Seq2000
1294,Succiniclasticum,0,PC04925,Seq2000
1295,Tyzzerella,1.67E-05,PC04925,Seq2000
1296,Tyzzerella 3,0,PC04925,Seq2000
1297,Acinetobacter,NA,PC07578,MSA1000
1298,Actinomyces,NA,PC07578,MSA1000
1299,Alistipes,NA,PC07578,MSA1000
1300,Anaerostipes,NA,PC07578,MSA1000
1301,Bacteroides,NA,PC07578,MSA1000
1302,Bifidobacterium,NA,PC07578,MSA1000
1303,Bilophila,NA,PC07578,MSA1000
1304,Clostridium,NA,PC07578,MSA1000
1305,Lachnoclostridium,NA,PC07578,MSA1000
1306,Collinsella,NA,PC07578,MSA1000
1307,Coprobacillus,NA,PC07578,MSA1000
1308,Cryptococcus,NA,PC07578,MSA1000
1309,Deinococcus,NA,PC07578,MSA1000
1310,Enterococcus,NA,PC07578,MSA1000
1311,Fusobacterium,NA,PC07578,MSA1000
1312,Helicobacter,NA,PC07578,MSA1000
1313,Listeria,NA,PC07578,MSA1000
1314,Neisseria,NA,PC07578,MSA1000
1315,Paenibacillus,NA,PC07578,MSA1000
1316,Parabacteroides,NA,PC07578,MSA1000
1317,Pediococcus,NA,PC07578,MSA1000
1318,Porphyromonadaceae,NA,PC07578,MSA1000
1319,Propionibacterium,NA,PC07578,MSA1000
1320,Pseudomonas,NA,PC07578,MSA1000
1321,Pyramidobacter,NA,PC07578,MSA1000
1322,Ralstonia,NA,PC07578,MSA1000
1323,Rhodobacter,NA,PC07578,MSA1000
1324,Saccharomyces,NA,PC07578,MSA1000
1325,Salmonella,NA,PC07578,MSA1000
1326,Streptococcus,NA,PC07578,MSA1000
1327,Subdoligranulum,NA,PC07578,MSA1000
1328,Clostridium innocuum group,NA,PC07578,MSA1000
1329,Eubacterium coprostanoligenes group,NA,PC07578,MSA1000
1330,Eubacterium eligens group,NA,PC07578,MSA1000
1331,Eubacterium hallii group,NA,PC07578,MSA1000
1332,Eubacterium rectale group,NA,PC07578,MSA1000
1333,Eubacterium ventriosum group,NA,PC07578,MSA1000
1334,Eubacterium xylanophilum group,NA,PC07578,MSA1000
1335,Ruminococcus gauvreauii group,NA,PC07578,MSA1000
1336,Ruminococcus torques group,NA,PC07578,MSA1000
1337,Adlercreutzia,NA,PC07578,MSA1000
1338,Akkermansia,NA,PC07578,MSA1000
1339,Ambiguous_taxa,NA,PC07578,MSA1000
1340,Anaerofilum,NA,PC07578,MSA1000
1341,Anaerotruncus,NA,PC07578,MSA1000
1342,Blautia,NA,PC07578,MSA1000
1343,Butyricicoccus,NA,PC07578,MSA1000
1344,Candidatus Stoquefichus,NA,PC07578,MSA1000
1345,Carnobacterium,NA,PC07578,MSA1000
1346,Christensenellaceae R-7 group,NA,PC07578,MSA1000
1347,Clostridium sensu stricto 1,NA,PC07578,MSA1000
1348,Coprococcus 1,NA,PC07578,MSA1000
1349,Coprococcus 2,NA,PC07578,MSA1000
1350,Coprococcus 3,NA,PC07578,MSA1000
1351,Defluviitaleaceae UCG-011,NA,PC07578,MSA1000
1352,Dialister,NA,PC07578,MSA1000
1353,Dorea,NA,PC07578,MSA1000
1354,Eisenbergiella,NA,PC07578,MSA1000
1355,Enterobacter,NA,PC07578,MSA1000
1356,Erwinia,NA,PC07578,MSA1000
1357,Erysipelatoclostridium,NA,PC07578,MSA1000
1358,Erysipelotrichaceae UCG-003,NA,PC07578,MSA1000
1359,Faecalibacterium,NA,PC07578,MSA1000
1360,Family XIII AD3011 group,NA,PC07578,MSA1000
1361,Flavonifractor,NA,PC07578,MSA1000
1362,Fusicatenibacter,NA,PC07578,MSA1000
1363,Gordonibacter,NA,PC07578,MSA1000
1364,Gossypium arboreum,NA,PC07578,MSA1000
1365,Holdemania,NA,PC07578,MSA1000
1366,Hungatella,NA,PC07578,MSA1000
1367,Intestinibacter,NA,PC07578,MSA1000
1368,Intestinimonas,NA,PC07578,MSA1000
1369,Kluyvera,NA,PC07578,MSA1000
1370,Lachnospira,NA,PC07578,MSA1000
1371,Lachnospiraceae FCS020 group,NA,PC07578,MSA1000
1372,Lachnospiraceae ND3007 group,NA,PC07578,MSA1000
1373,Lachnospiraceae NK4A136 group,NA,PC07578,MSA1000
1374,Lachnospiraceae UCG-001,NA,PC07578,MSA1000
1375,Lachnospiraceae UCG-004,NA,PC07578,MSA1000
1376,Lachnospiraceae UCG-008,NA,PC07578,MSA1000
1377,Lactonifactor,NA,PC07578,MSA1000
1378,Marvinbryantia,NA,PC07578,MSA1000
1379,Odoribacter,NA,PC07578,MSA1000
1380,Oryza sativa Indica Group (long-grained rice),NA,PC07578,MSA1000
1381,Other,NA,PC07578,MSA1000
1382,Oxalobacter,NA,PC07578,MSA1000
1383,Parasutterella,NA,PC07578,MSA1000
1384,Phascolarctobacterium,NA,PC07578,MSA1000
1385,Porphyromonas,NA,PC07578,MSA1000
1386,Raoultella,NA,PC07578,MSA1000
1387,Roseburia,NA,PC07578,MSA1000
1388,Ruminiclostridium,NA,PC07578,MSA1000
1389,Ruminiclostridium 5,NA,PC07578,MSA1000
1390,Ruminiclostridium 9,NA,PC07578,MSA1000
1391,Ruminococcaceae NK4A214 group,NA,PC07578,MSA1000
1392,Ruminococcaceae UCG-002,NA,PC07578,MSA1000
1393,Ruminococcaceae UCG-003,NA,PC07578,MSA1000
1394,Ruminococcaceae UCG-004,NA,PC07578,MSA1000
1395,Ruminococcaceae UCG-005,NA,PC07578,MSA1000
1396,Ruminococcaceae UCG-013,NA,PC07578,MSA1000
1397,Ruminococcaceae UCG-014,NA,PC07578,MSA1000
1398,Ruminococcus 1,NA,PC07578,MSA1000
1399,Ruminococcus 2,NA,PC07578,MSA1000
1400,Sellimonas,NA,PC07578,MSA1000
1401,Serratia,NA,PC07578,MSA1000
1402,Succiniclasticum,NA,PC07578,MSA1000
1403,Tyzzerella,NA,PC07578,MSA1000
1404,Tyzzerella 3,NA,PC07578,MSA1000
1405,Acinetobacter,0,PC07578,MSA1001
1406,Actinomyces,0,PC07578,MSA1001
1407,Alistipes,7.88E-05,PC07578,MSA1001
1408,Anaerostipes,7.16E-06,PC07578,MSA1001
1409,Bacteroides,0.000128908,PC07578,MSA1001
1410,Bifidobacterium,0.000802091,PC07578,MSA1001
1411,Bilophila,7.16E-06,PC07578,MSA1001
1412,Clostridium,NA,PC07578,MSA1001
1413,Lachnoclostridium,0,PC07578,MSA1001
1414,Collinsella,7.16E-06,PC07578,MSA1001
1415,Coprobacillus,NA,PC07578,MSA1001
1416,Cryptococcus,NA,PC07578,MSA1001
1417,Deinococcus,0.000121746,PC07578,MSA1001
1418,Enterococcus,0.000415369,PC07578,MSA1001
1419,Fusobacterium,1.43E-05,PC07578,MSA1001
1420,Helicobacter,0,PC07578,MSA1001
1421,Listeria,6.45E-05,PC07578,MSA1001
1422,Neisseria,0,PC07578,MSA1001
1423,Paenibacillus,7.16E-06,PC07578,MSA1001
1424,Parabacteroides,1.43E-05,PC07578,MSA1001
1425,Pediococcus,7.16E-06,PC07578,MSA1001
1426,Porphyromonadaceae,NA,PC07578,MSA1001
1427,Propionibacterium,NA,PC07578,MSA1001
1428,Pseudomonas,7.16E-06,PC07578,MSA1001
1429,Pyramidobacter,1.43E-05,PC07578,MSA1001
1430,Ralstonia,0,PC07578,MSA1001
1431,Rhodobacter,0.062906864,PC07578,MSA1001
1432,Saccharomyces,NA,PC07578,MSA1001
1433,Salmonella,NA,PC07578,MSA1001
1434,Streptococcus,0.008837326,PC07578,MSA1001
1435,Subdoligranulum,2.15E-05,PC07578,MSA1001
1436,Clostridium innocuum group,0,PC07578,MSA1001
1437,Eubacterium coprostanoligenes group,0,PC07578,MSA1001
1438,Eubacterium eligens group,0,PC07578,MSA1001
1439,Eubacterium hallii group,7.16E-06,PC07578,MSA1001
1440,Eubacterium rectale group,7.16E-06,PC07578,MSA1001
1441,Eubacterium ventriosum group,0,PC07578,MSA1001
1442,Eubacterium xylanophilum group,0,PC07578,MSA1001
1443,Ruminococcus gauvreauii group,7.16E-06,PC07578,MSA1001
1444,Ruminococcus torques group,0,PC07578,MSA1001
1445,Adlercreutzia,0,PC07578,MSA1001
1446,Akkermansia,5.01E-05,PC07578,MSA1001
1447,Ambiguous_taxa,0.256275289,PC07578,MSA1001
1448,Anaerofilum,0,PC07578,MSA1001
1449,Anaerotruncus,0,PC07578,MSA1001
1450,Blautia,7.16E-06,PC07578,MSA1001
1451,Butyricicoccus,0,PC07578,MSA1001
1452,Candidatus Stoquefichus,0,PC07578,MSA1001
1453,Carnobacterium,0,PC07578,MSA1001
1454,Christensenellaceae R-7 group,7.16E-06,PC07578,MSA1001
1455,Clostridium sensu stricto 1,0.024879149,PC07578,MSA1001
1456,Coprococcus 1,0,PC07578,MSA1001
1457,Coprococcus 2,1.43E-05,PC07578,MSA1001
1458,Coprococcus 3,0,PC07578,MSA1001
1459,Defluviitaleaceae UCG-011,0,PC07578,MSA1001
1460,Dialister,7.16E-06,PC07578,MSA1001
1461,Dorea,1.43E-05,PC07578,MSA1001
1462,Eisenbergiella,0,PC07578,MSA1001
1463,Enterobacter,0.003036488,PC07578,MSA1001
1464,Erwinia,2.86E-05,PC07578,MSA1001
1465,Erysipelatoclostridium,0,PC07578,MSA1001
1466,Erysipelotrichaceae UCG-003,0,PC07578,MSA1001
1467,Faecalibacterium,5.01E-05,PC07578,MSA1001
1468,Family XIII AD3011 group,0,PC07578,MSA1001
1469,Flavonifractor,0,PC07578,MSA1001
1470,Fusicatenibacter,1.43E-05,PC07578,MSA1001
1471,Gordonibacter,0,PC07578,MSA1001
1472,Gossypium arboreum,0,PC07578,MSA1001
1473,Holdemania,0,PC07578,MSA1001
1474,Hungatella,0,PC07578,MSA1001
1475,Intestinibacter,0,PC07578,MSA1001
1476,Intestinimonas,0,PC07578,MSA1001
1477,Kluyvera,0,PC07578,MSA1001
1478,Lachnospira,0,PC07578,MSA1001
1479,Lachnospiraceae FCS020 group,0,PC07578,MSA1001
1480,Lachnospiraceae ND3007 group,0,PC07578,MSA1001
1481,Lachnospiraceae NK4A136 group,1.43E-05,PC07578,MSA1001
1482,Lachnospiraceae UCG-001,0,PC07578,MSA1001
1483,Lachnospiraceae UCG-004,0,PC07578,MSA1001
1484,Lachnospiraceae UCG-008,0,PC07578,MSA1001
1485,Lactonifactor,0,PC07578,MSA1001
1486,Marvinbryantia,0,PC07578,MSA1001
1487,Odoribacter,0,PC07578,MSA1001
1488,Oryza sativa Indica Group (long-grained rice),0,PC07578,MSA1001
1489,Other,0.000315107,PC07578,MSA1001
1490,Oxalobacter,0,PC07578,MSA1001
1491,Parasutterella,0,PC07578,MSA1001
1492,Phascolarctobacterium,7.16E-06,PC07578,MSA1001
1493,Porphyromonas,7.16E-06,PC07578,MSA1001
1494,Raoultella,0.000107423,PC07578,MSA1001
1495,Roseburia,7.16E-06,PC07578,MSA1001
1496,Ruminiclostridium,0,PC07578,MSA1001
1497,Ruminiclostridium 5,0,PC07578,MSA1001
1498,Ruminiclostridium 9,0,PC07578,MSA1001
1499,Ruminococcaceae NK4A214 group,1.43E-05,PC07578,MSA1001
1500,Ruminococcaceae UCG-002,1.43E-05,PC07578,MSA1001
1501,Ruminococcaceae UCG-003,7.16E-06,PC07578,MSA1001
1502,Ruminococcaceae UCG-004,7.16E-06,PC07578,MSA1001
1503,Ruminococcaceae UCG-005,1.43E-05,PC07578,MSA1001
1504,Ruminococcaceae UCG-013,0,PC07578,MSA1001
1505,Ruminococcaceae UCG-014,0,PC07578,MSA1001
1506,Ruminococcus 1,2.15E-05,PC07578,MSA1001
1507,Ruminococcus 2,7.16E-06,PC07578,MSA1001
1508,Sellimonas,0,PC07578,MSA1001
1509,Serratia,0.009711032,PC07578,MSA1001
1510,Succiniclasticum,7.16E-06,PC07578,MSA1001
1511,Tyzzerella,0,PC07578,MSA1001
1512,Tyzzerella 3,0,PC07578,MSA1001
1513,Acinetobacter,0.075754927,PC07578,MSA1002
1514,Actinomyces,0.014603125,PC07578,MSA1002
1515,Alistipes,3.89E-05,PC07578,MSA1002
1516,Anaerostipes,6.48E-06,PC07578,MSA1002
1517,Bacteroides,0.064312034,PC07578,MSA1002
1518,Bifidobacterium,0.038641618,PC07578,MSA1002
1519,Bilophila,1.94E-05,PC07578,MSA1002
1520,Clostridium,NA,PC07578,MSA1002
1521,Lachnoclostridium,3.24E-05,PC07578,MSA1002
1522,Collinsella,0,PC07578,MSA1002
1523,Coprobacillus,NA,PC07578,MSA1002
1524,Cryptococcus,NA,PC07578,MSA1002
1525,Deinococcus,0.006709019,PC07578,MSA1002
1526,Enterococcus,0.022866357,PC07578,MSA1002
1527,Fusobacterium,1.30E-05,PC07578,MSA1002
1528,Helicobacter,0.031200824,PC07578,MSA1002
1529,Listeria,5.18E-05,PC07578,MSA1002
1530,Neisseria,0.030935312,PC07578,MSA1002
1531,Paenibacillus,6.48E-06,PC07578,MSA1002
1532,Parabacteroides,6.48E-06,PC07578,MSA1002
1533,Pediococcus,6.48E-06,PC07578,MSA1002
1534,Porphyromonadaceae,NA,PC07578,MSA1002
1535,Propionibacterium,NA,PC07578,MSA1002
1536,Pseudomonas,0.010063528,PC07578,MSA1002
1537,Pyramidobacter,0,PC07578,MSA1002
1538,Ralstonia,0,PC07578,MSA1002
1539,Rhodobacter,0.003147281,PC07578,MSA1002
1540,Saccharomyces,NA,PC07578,MSA1002
1541,Salmonella,NA,PC07578,MSA1002
1542,Streptococcus,0.094127018,PC07578,MSA1002
1543,Subdoligranulum,1.94E-05,PC07578,MSA1002
1544,Clostridium innocuum group,0,PC07578,MSA1002
1545,Eubacterium coprostanoligenes group,6.48E-06,PC07578,MSA1002
