,Genus,value,Plate,Type
1074,Erysipelotrichaceae UCG-003,NA,PC04925,MSA1003
1075,Faecalibacterium,NA,PC04925,MSA1003
1076,Family XIII AD3011 group,NA,PC04925,MSA1003
1077,Flavonifractor,NA,PC04925,MSA1003
1078,Fusicatenibacter,NA,PC04925,MSA1003
1079,Gordonibacter,NA,PC04925,MSA1003
1080,Gossypium arboreum,NA,PC04925,MSA1003
1081,Holdemania,NA,PC04925,MSA1003
1082,Hungatella,NA,PC04925,MSA1003
1083,Intestinibacter,NA,PC04925,MSA1003
1084,Intestinimonas,NA,PC04925,MSA1003
1085,Kluyvera,NA,PC04925,MSA1003
1086,Lachnospira,NA,PC04925,MSA1003
1087,Lachnospiraceae FCS020 group,NA,PC04925,MSA1003
1088,Lachnospiraceae ND3007 group,NA,PC04925,MSA1003
1089,Lachnospiraceae NK4A136 group,NA,PC04925,MSA1003
1090,Lachnospiraceae UCG-001,NA,PC04925,MSA1003
1091,Lachnospiraceae UCG-004,NA,PC04925,MSA1003
1092,Lachnospiraceae UCG-008,NA,PC04925,MSA1003
1093,Lactonifactor,NA,PC04925,MSA1003
1094,Marvinbryantia,NA,PC04925,MSA1003
1095,Odoribacter,NA,PC04925,MSA1003
1096,Oryza sativa Indica Group (long-grained rice),NA,PC04925,MSA1003
1097,Other,NA,PC04925,MSA1003
1098,Oxalobacter,NA,PC04925,MSA1003
1099,Parasutterella,NA,PC04925,MSA1003
1100,Phascolarctobacterium,NA,PC04925,MSA1003
1101,Porphyromonas,NA,PC04925,MSA1003
1102,Raoultella,NA,PC04925,MSA1003
1103,Roseburia,NA,PC04925,MSA1003
1104,Ruminiclostridium,NA,PC04925,MSA1003
1105,Ruminiclostridium 5,NA,PC04925,MSA1003
1106,Ruminiclostridium 9,NA,PC04925,MSA1003
1107,Ruminococcaceae NK4A214 group,NA,PC04925,MSA1003
1108,Ruminococcaceae UCG-002,NA,PC04925,MSA1003
1109,Ruminococcaceae UCG-003,NA,PC04925,MSA1003
1110,Ruminococcaceae UCG-004,NA,PC04925,MSA1003
1111,Ruminococcaceae UCG-005,NA,PC04925,MSA1003
1112,Ruminococcaceae UCG-013,NA,PC04925,MSA1003
1113,Ruminococcaceae UCG-014,NA,PC04925,MSA1003
1114,Ruminococcus 1,NA,PC04925,MSA1003
1115,Ruminococcus 2,NA,PC04925,MSA1003
1116,Sellimonas,NA,PC04925,MSA1003
1117,Serratia,NA,PC04925,MSA1003
1118,Succiniclasticum,NA,PC04925,MSA1003
1119,Tyzzerella,NA,PC04925,MSA1003
1120,Tyzzerella 3,NA,PC04925,MSA1003
1121,Acinetobacter,NA,PC04925,Seq.200
1122,Actinomyces,NA,PC04925,Seq.200
1123,Alistipes,NA,PC04925,Seq.200
1124,Anaerostipes,NA,PC04925,Seq.200
1125,Bacillus,48.60661186,PC04925,Seq.200
1126,Bacteroides,NA,PC04925,Seq.200
1127,Bifidobacterium,NA,PC04925,Seq.200
1128,Bilophila,NA,PC04925,Seq.200
1129,Clostridium,NA,PC04925,Seq.200
1130,Lachnoclostridium,NA,PC04925,Seq.200
1131,Collinsella,NA,PC04925,Seq.200
1132,Coprobacillus,NA,PC04925,Seq.200
1133,Cryptococcus,NA,PC04925,Seq.200
1134,Deinococcus,NA,PC04925,Seq.200
1135,Enterococcus,-18.88905068,PC04925,Seq.200
1136,Escherichia-Shigella,-37.41790256,PC04925,Seq.200
1137,Fusobacterium,NA,PC04925,Seq.200
1138,Helicobacter,NA,PC04925,Seq.200
1139,Lactobacillus,-35.62460098,PC04925,Seq.200
1140,Listeria,30.94984749,PC04925,Seq.200
1141,Neisseria,NA,PC04925,Seq.200
1142,Paenibacillus,NA,PC04925,Seq.200
1143,Parabacteroides,NA,PC04925,Seq.200
1144,Pediococcus,NA,PC04925,Seq.200
1145,Porphyromonadaceae,NA,PC04925,Seq.200
1146,Propionibacterium,NA,PC04925,Seq.200
1147,Pseudomonas,-62.86062857,PC04925,Seq.200
1148,Pyramidobacter,NA,PC04925,Seq.200
1149,Ralstonia,NA,PC04925,Seq.200
1150,Rhodobacter,NA,PC04925,Seq.200
1151,Saccharomyces,NA,PC04925,Seq.200
1152,Salmonella,NA,PC04925,Seq.200
1153,Staphylococcus,70.93107644,PC04925,Seq.200
1154,Streptococcus,NA,PC04925,Seq.200
1155,Subdoligranulum,NA,PC04925,Seq.200
1156,Clostridium innocuum group,NA,PC04925,Seq.200
1157,Eubacterium coprostanoligenes group,NA,PC04925,Seq.200
1158,Eubacterium eligens group,NA,PC04925,Seq.200
1159,Eubacterium hallii group,NA,PC04925,Seq.200
1160,Eubacterium rectale group,NA,PC04925,Seq.200
1161,Eubacterium ventriosum group,NA,PC04925,Seq.200
1162,Eubacterium xylanophilum group,NA,PC04925,Seq.200
1163,Ruminococcus gauvreauii group,NA,PC04925,Seq.200
1164,Ruminococcus torques group,NA,PC04925,Seq.200
1165,Adlercreutzia,NA,PC04925,Seq.200
1166,Akkermansia,NA,PC04925,Seq.200
1167,Ambiguous_taxa,NA,PC04925,Seq.200
1168,Anaerofilum,NA,PC04925,Seq.200
1169,Anaerotruncus,NA,PC04925,Seq.200
1170,Blautia,NA,PC04925,Seq.200
1171,Butyricicoccus,NA,PC04925,Seq.200
1172,Candidatus Stoquefichus,NA,PC04925,Seq.200
1173,Carnobacterium,NA,PC04925,Seq.200
1174,Christensenellaceae R-7 group,NA,PC04925,Seq.200
1175,Clostridium sensu stricto 1,NA,PC04925,Seq.200
1176,Coprococcus 1,NA,PC04925,Seq.200
1177,Coprococcus 2,NA,PC04925,Seq.200
1178,Coprococcus 3,NA,PC04925,Seq.200
1179,Defluviitaleaceae UCG-011,NA,PC04925,Seq.200
1180,Dialister,NA,PC04925,Seq.200
1181,Dorea,NA,PC04925,Seq.200
1182,Eisenbergiella,NA,PC04925,Seq.200
1183,Enterobacter,NA,PC04925,Seq.200
1184,Erwinia,NA,PC04925,Seq.200
1185,Erysipelatoclostridium,NA,PC04925,Seq.200
1186,Erysipelotrichaceae UCG-003,NA,PC04925,Seq.200
1187,Faecalibacterium,NA,PC04925,Seq.200
1188,Family XIII AD3011 group,NA,PC04925,Seq.200
1189,Flavonifractor,NA,PC04925,Seq.200
1190,Fusicatenibacter,NA,PC04925,Seq.200
1191,Gordonibacter,NA,PC04925,Seq.200
1192,Gossypium arboreum,NA,PC04925,Seq.200
1193,Holdemania,NA,PC04925,Seq.200
1194,Hungatella,NA,PC04925,Seq.200
1195,Intestinibacter,NA,PC04925,Seq.200
1196,Intestinimonas,NA,PC04925,Seq.200
1197,Kluyvera,NA,PC04925,Seq.200
1198,Lachnospira,NA,PC04925,Seq.200
1199,Lachnospiraceae FCS020 group,NA,PC04925,Seq.200
1200,Lachnospiraceae ND3007 group,NA,PC04925,Seq.200
1201,Lachnospiraceae NK4A136 group,NA,PC04925,Seq.200
1202,Lachnospiraceae UCG-001,NA,PC04925,Seq.200
1203,Lachnospiraceae UCG-004,NA,PC04925,Seq.200
1204,Lachnospiraceae UCG-008,NA,PC04925,Seq.200
1205,Lactonifactor,NA,PC04925,Seq.200
1206,Marvinbryantia,NA,PC04925,Seq.200
1207,Odoribacter,NA,PC04925,Seq.200
1208,Oryza sativa Indica Group (long-grained rice),NA,PC04925,Seq.200
1209,Other,NA,PC04925,Seq.200
1210,Oxalobacter,NA,PC04925,Seq.200
1211,Parasutterella,NA,PC04925,Seq.200
1212,Phascolarctobacterium,NA,PC04925,Seq.200
1213,Porphyromonas,NA,PC04925,Seq.200
1214,Raoultella,NA,PC04925,Seq.200
1215,Roseburia,NA,PC04925,Seq.200
1216,Ruminiclostridium,NA,PC04925,Seq.200
1217,Ruminiclostridium 5,NA,PC04925,Seq.200
1218,Ruminiclostridium 9,NA,PC04925,Seq.200
1219,Ruminococcaceae NK4A214 group,NA,PC04925,Seq.200
1220,Ruminococcaceae UCG-002,NA,PC04925,Seq.200
1221,Ruminococcaceae UCG-003,NA,PC04925,Seq.200
1222,Ruminococcaceae UCG-004,NA,PC04925,Seq.200
1223,Ruminococcaceae UCG-005,NA,PC04925,Seq.200
1224,Ruminococcaceae UCG-013,NA,PC04925,Seq.200
1225,Ruminococcaceae UCG-014,NA,PC04925,Seq.200
1226,Ruminococcus 1,NA,PC04925,Seq.200
1227,Ruminococcus 2,NA,PC04925,Seq.200
1228,Sellimonas,NA,PC04925,Seq.200
1229,Serratia,NA,PC04925,Seq.200
1230,Succiniclasticum,NA,PC04925,Seq.200
1231,Tyzzerella,NA,PC04925,Seq.200
1232,Tyzzerella 3,NA,PC04925,Seq.200
1233,Acinetobacter,NA,PC04925,Seq.2000
1234,Actinomyces,NA,PC04925,Seq.2000
1235,Alistipes,NA,PC04925,Seq.2000
1236,Anaerostipes,NA,PC04925,Seq.2000
1237,Bacillus,45.19791412,PC04925,Seq.2000
1238,Bacteroides,NA,PC04925,Seq.2000
1239,Bifidobacterium,NA,PC04925,Seq.2000
1240,Bilophila,NA,PC04925,Seq.2000
1241,Clostridium,NA,PC04925,Seq.2000
1242,Lachnoclostridium,NA,PC04925,Seq.2000
1243,Collinsella,NA,PC04925,Seq.2000
1244,Coprobacillus,NA,PC04925,Seq.2000
1245,Cryptococcus,NA,PC04925,Seq.2000
1246,Deinococcus,NA,PC04925,Seq.2000
1247,Enterococcus,-10.80638462,PC04925,Seq.2000
1248,Escherichia-Shigella,-56.08547212,PC04925,Seq.2000
1249,Fusobacterium,NA,PC04925,Seq.2000
1250,Helicobacter,NA,PC04925,Seq.2000
1251,Lactobacillus,-6.298588373,PC04925,Seq.2000
1252,Listeria,25.94943599,PC04925,Seq.2000
1253,Neisseria,NA,PC04925,Seq.2000
1254,Paenibacillus,NA,PC04925,Seq.2000
1255,Parabacteroides,NA,PC04925,Seq.2000
1256,Pediococcus,NA,PC04925,Seq.2000
1257,Porphyromonadaceae,NA,PC04925,Seq.2000
1258,Propionibacterium,NA,PC04925,Seq.2000
1259,Pseudomonas,-57.31184493,PC04925,Seq.2000
1260,Pyramidobacter,NA,PC04925,Seq.2000
1261,Ralstonia,NA,PC04925,Seq.2000
1262,Rhodobacter,NA,PC04925,Seq.2000
1263,Saccharomyces,NA,PC04925,Seq.2000
1264,Salmonella,NA,PC04925,Seq.2000
1265,Staphylococcus,67.56325332,PC04925,Seq.2000
1266,Streptococcus,NA,PC04925,Seq.2000
1267,Subdoligranulum,NA,PC04925,Seq.2000
1268,Clostridium innocuum group,NA,PC04925,Seq.2000
1269,Eubacterium coprostanoligenes group,NA,PC04925,Seq.2000
1270,Eubacterium eligens group,NA,PC04925,Seq.2000
1271,Eubacterium hallii group,NA,PC04925,Seq.2000
1272,Eubacterium rectale group,NA,PC04925,Seq.2000
1273,Eubacterium ventriosum group,NA,PC04925,Seq.2000
1274,Eubacterium xylanophilum group,NA,PC04925,Seq.2000
1275,Ruminococcus gauvreauii group,NA,PC04925,Seq.2000
1276,Ruminococcus torques group,NA,PC04925,Seq.2000
1277,Adlercreutzia,NA,PC04925,Seq.2000
1278,Akkermansia,NA,PC04925,Seq.2000
1279,Ambiguous_taxa,NA,PC04925,Seq.2000
1280,Anaerofilum,NA,PC04925,Seq.2000
1281,Anaerotruncus,NA,PC04925,Seq.2000
1282,Blautia,NA,PC04925,Seq.2000
1283,Butyricicoccus,NA,PC04925,Seq.2000
1284,Candidatus Stoquefichus,NA,PC04925,Seq.2000
1285,Carnobacterium,NA,PC04925,Seq.2000
1286,Christensenellaceae R-7 group,NA,PC04925,Seq.2000
1287,Clostridium sensu stricto 1,NA,PC04925,Seq.2000
1288,Coprococcus 1,NA,PC04925,Seq.2000
1289,Coprococcus 2,NA,PC04925,Seq.2000
1290,Coprococcus 3,NA,PC04925,Seq.2000
1291,Defluviitaleaceae UCG-011,NA,PC04925,Seq.2000
1292,Dialister,NA,PC04925,Seq.2000
1293,Dorea,NA,PC04925,Seq.2000
1294,Eisenbergiella,NA,PC04925,Seq.2000
1295,Enterobacter,NA,PC04925,Seq.2000
1296,Erwinia,NA,PC04925,Seq.2000
1297,Erysipelatoclostridium,NA,PC04925,Seq.2000
1298,Erysipelotrichaceae UCG-003,NA,PC04925,Seq.2000
1299,Faecalibacterium,NA,PC04925,Seq.2000
1300,Family XIII AD3011 group,NA,PC04925,Seq.2000
1301,Flavonifractor,NA,PC04925,Seq.2000
1302,Fusicatenibacter,NA,PC04925,Seq.2000
1303,Gordonibacter,NA,PC04925,Seq.2000
1304,Gossypium arboreum,NA,PC04925,Seq.2000
1305,Holdemania,NA,PC04925,Seq.2000
1306,Hungatella,NA,PC04925,Seq.2000
1307,Intestinibacter,NA,PC04925,Seq.2000
1308,Intestinimonas,NA,PC04925,Seq.2000
1309,Kluyvera,NA,PC04925,Seq.2000
1310,Lachnospira,NA,PC04925,Seq.2000
1311,Lachnospiraceae FCS020 group,NA,PC04925,Seq.2000
1312,Lachnospiraceae ND3007 group,NA,PC04925,Seq.2000
1313,Lachnospiraceae NK4A136 group,NA,PC04925,Seq.2000
1314,Lachnospiraceae UCG-001,NA,PC04925,Seq.2000
1315,Lachnospiraceae UCG-004,NA,PC04925,Seq.2000
1316,Lachnospiraceae UCG-008,NA,PC04925,Seq.2000
1317,Lactonifactor,NA,PC04925,Seq.2000
1318,Marvinbryantia,NA,PC04925,Seq.2000
1319,Odoribacter,NA,PC04925,Seq.2000
1320,Oryza sativa Indica Group (long-grained rice),NA,PC04925,Seq.2000
1321,Other,NA,PC04925,Seq.2000
1322,Oxalobacter,NA,PC04925,Seq.2000
1323,Parasutterella,NA,PC04925,Seq.2000
1324,Phascolarctobacterium,NA,PC04925,Seq.2000
1325,Porphyromonas,NA,PC04925,Seq.2000
1326,Raoultella,NA,PC04925,Seq.2000
1327,Roseburia,NA,PC04925,Seq.2000
1328,Ruminiclostridium,NA,PC04925,Seq.2000
1329,Ruminiclostridium 5,NA,PC04925,Seq.2000
1330,Ruminiclostridium 9,NA,PC04925,Seq.2000
1331,Ruminococcaceae NK4A214 group,NA,PC04925,Seq.2000
1332,Ruminococcaceae UCG-002,NA,PC04925,Seq.2000
1333,Ruminococcaceae UCG-003,NA,PC04925,Seq.2000
1334,Ruminococcaceae UCG-004,NA,PC04925,Seq.2000
1335,Ruminococcaceae UCG-005,NA,PC04925,Seq.2000
1336,Ruminococcaceae UCG-013,NA,PC04925,Seq.2000
1337,Ruminococcaceae UCG-014,NA,PC04925,Seq.2000
1338,Ruminococcus 1,NA,PC04925,Seq.2000
1339,Ruminococcus 2,NA,PC04925,Seq.2000
1340,Sellimonas,NA,PC04925,Seq.2000
1341,Serratia,NA,PC04925,Seq.2000
1342,Succiniclasticum,NA,PC04925,Seq.2000
1343,Tyzzerella,NA,PC04925,Seq.2000
1344,Tyzzerella 3,NA,PC04925,Seq.2000
1345,Acinetobacter,NA,PC07578,MSA1000
1346,Actinomyces,NA,PC07578,MSA1000
1347,Alistipes,NA,PC07578,MSA1000
1348,Anaerostipes,NA,PC07578,MSA1000
1349,Bacillus,NaN,PC07578,MSA1000
1350,Bacteroides,NA,PC07578,MSA1000
1351,Bifidobacterium,NA,PC07578,MSA1000
1352,Bilophila,NA,PC07578,MSA1000
1353,Clostridium,NA,PC07578,MSA1000
1354,Lachnoclostridium,NA,PC07578,MSA1000
1355,Collinsella,NA,PC07578,MSA1000
1356,Coprobacillus,NA,PC07578,MSA1000
1357,Cryptococcus,NA,PC07578,MSA1000
1358,Deinococcus,NA,PC07578,MSA1000
1359,Enterococcus,NaN,PC07578,MSA1000
1360,Escherichia-Shigella,NaN,PC07578,MSA1000
1361,Fusobacterium,NA,PC07578,MSA1000
1362,Helicobacter,NA,PC07578,MSA1000
1363,Lactobacillus,NaN,PC07578,MSA1000
1364,Listeria,NaN,PC07578,MSA1000
1365,Neisseria,NA,PC07578,MSA1000
1366,Paenibacillus,NA,PC07578,MSA1000
1367,Parabacteroides,NA,PC07578,MSA1000
1368,Pediococcus,NA,PC07578,MSA1000
1369,Porphyromonadaceae,NA,PC07578,MSA1000
1370,Propionibacterium,NA,PC07578,MSA1000
1371,Pseudomonas,NaN,PC07578,MSA1000
1372,Pyramidobacter,NA,PC07578,MSA1000
1373,Ralstonia,NA,PC07578,MSA1000
1374,Rhodobacter,NA,PC07578,MSA1000
1375,Saccharomyces,NA,PC07578,MSA1000
1376,Salmonella,NA,PC07578,MSA1000
1377,Staphylococcus,NaN,PC07578,MSA1000
1378,Streptococcus,NA,PC07578,MSA1000
1379,Subdoligranulum,NA,PC07578,MSA1000
1380,Clostridium innocuum group,NA,PC07578,MSA1000
1381,Eubacterium coprostanoligenes group,NA,PC07578,MSA1000
1382,Eubacterium eligens group,NA,PC07578,MSA1000
1383,Eubacterium hallii group,NA,PC07578,MSA1000
1384,Eubacterium rectale group,NA,PC07578,MSA1000
1385,Eubacterium ventriosum group,NA,PC07578,MSA1000
1386,Eubacterium xylanophilum group,NA,PC07578,MSA1000
1387,Ruminococcus gauvreauii group,NA,PC07578,MSA1000
1388,Ruminococcus torques group,NA,PC07578,MSA1000
1389,Adlercreutzia,NA,PC07578,MSA1000
1390,Akkermansia,NA,PC07578,MSA1000
1391,Ambiguous_taxa,NA,PC07578,MSA1000
1392,Anaerofilum,NA,PC07578,MSA1000
1393,Anaerotruncus,NA,PC07578,MSA1000
1394,Blautia,NA,PC07578,MSA1000
1395,Butyricicoccus,NA,PC07578,MSA1000
1396,Candidatus Stoquefichus,NA,PC07578,MSA1000
1397,Carnobacterium,NA,PC07578,MSA1000
1398,Christensenellaceae R-7 group,NA,PC07578,MSA1000
1399,Clostridium sensu stricto 1,NA,PC07578,MSA1000
1400,Coprococcus 1,NA,PC07578,MSA1000
1401,Coprococcus 2,NA,PC07578,MSA1000
1402,Coprococcus 3,NA,PC07578,MSA1000
1403,Defluviitaleaceae UCG-011,NA,PC07578,MSA1000
1404,Dialister,NA,PC07578,MSA1000
1405,Dorea,NA,PC07578,MSA1000
1406,Eisenbergiella,NA,PC07578,MSA1000
1407,Enterobacter,NA,PC07578,MSA1000
1408,Erwinia,NA,PC07578,MSA1000
1409,Erysipelatoclostridium,NA,PC07578,MSA1000
1410,Erysipelotrichaceae UCG-003,NA,PC07578,MSA1000
1411,Faecalibacterium,NA,PC07578,MSA1000
1412,Family XIII AD3011 group,NA,PC07578,MSA1000
1413,Flavonifractor,NA,PC07578,MSA1000
1414,Fusicatenibacter,NA,PC07578,MSA1000
1415,Gordonibacter,NA,PC07578,MSA1000
1416,Gossypium arboreum,NA,PC07578,MSA1000
1417,Holdemania,NA,PC07578,MSA1000
1418,Hungatella,NA,PC07578,MSA1000
1419,Intestinibacter,NA,PC07578,MSA1000
1420,Intestinimonas,NA,PC07578,MSA1000
1421,Kluyvera,NA,PC07578,MSA1000
1422,Lachnospira,NA,PC07578,MSA1000
1423,Lachnospiraceae FCS020 group,NA,PC07578,MSA1000
1424,Lachnospiraceae ND3007 group,NA,PC07578,MSA1000
1425,Lachnospiraceae NK4A136 group,NA,PC07578,MSA1000
1426,Lachnospiraceae UCG-001,NA,PC07578,MSA1000
1427,Lachnospiraceae UCG-004,NA,PC07578,MSA1000
1428,Lachnospiraceae UCG-008,NA,PC07578,MSA1000
1429,Lactonifactor,NA,PC07578,MSA1000
1430,Marvinbryantia,NA,PC07578,MSA1000
1431,Odoribacter,NA,PC07578,MSA1000
1432,Oryza sativa Indica Group (long-grained rice),NA,PC07578,MSA1000
1433,Other,NA,PC07578,MSA1000
1434,Oxalobacter,NA,PC07578,MSA1000
1435,Parasutterella,NA,PC07578,MSA1000
1436,Phascolarctobacterium,NA,PC07578,MSA1000
1437,Porphyromonas,NA,PC07578,MSA1000
1438,Raoultella,NA,PC07578,MSA1000
1439,Roseburia,NA,PC07578,MSA1000
1440,Ruminiclostridium,NA,PC07578,MSA1000
1441,Ruminiclostridium 5,NA,PC07578,MSA1000
1442,Ruminiclostridium 9,NA,PC07578,MSA1000
1443,Ruminococcaceae NK4A214 group,NA,PC07578,MSA1000
1444,Ruminococcaceae UCG-002,NA,PC07578,MSA1000
1445,Ruminococcaceae UCG-003,NA,PC07578,MSA1000
1446,Ruminococcaceae UCG-004,NA,PC07578,MSA1000
1447,Ruminococcaceae UCG-005,NA,PC07578,MSA1000
1448,Ruminococcaceae UCG-013,NA,PC07578,MSA1000
1449,Ruminococcaceae UCG-014,NA,PC07578,MSA1000
1450,Ruminococcus 1,NA,PC07578,MSA1000
1451,Ruminococcus 2,NA,PC07578,MSA1000
1452,Sellimonas,NA,PC07578,MSA1000
1453,Serratia,NA,PC07578,MSA1000
1454,Succiniclasticum,NA,PC07578,MSA1000
1455,Tyzzerella,NA,PC07578,MSA1000
1456,Tyzzerella 3,NA,PC07578,MSA1000
1457,Acinetobacter,NA,PC07578,MSA1001
1458,Actinomyces,NA,PC07578,MSA1001
1459,Alistipes,NA,PC07578,MSA1001
1460,Anaerostipes,NA,PC07578,MSA1001
1461,Bacillus,-99.91512263,PC07578,MSA1001
1462,Bacteroides,NA,PC07578,MSA1001
1463,Bifidobacterium,NA,PC07578,MSA1001
1464,Bilophila,NA,PC07578,MSA1001
1465,Clostridium,NA,PC07578,MSA1001
1466,Lachnoclostridium,NA,PC07578,MSA1001
1467,Collinsella,NA,PC07578,MSA1001
1468,Coprobacillus,NA,PC07578,MSA1001
1469,Cryptococcus,NA,PC07578,MSA1001
1470,Deinococcus,NA,PC07578,MSA1001
1471,Enterococcus,-99.63564154,PC07578,MSA1001
1472,Escherichia-Shigella,-35.50302945,PC07578,MSA1001
1473,Fusobacterium,NA,PC07578,MSA1001
1474,Helicobacter,NA,PC07578,MSA1001
1475,Lactobacillus,-93.84705363,PC07578,MSA1001
1476,Listeria,-99.948437,PC07578,MSA1001
1477,Neisseria,NA,PC07578,MSA1001
1478,Paenibacillus,NA,PC07578,MSA1001
1479,Parabacteroides,NA,PC07578,MSA1001
1480,Pediococcus,NA,PC07578,MSA1001
1481,Porphyromonadaceae,NA,PC07578,MSA1001
1482,Propionibacterium,NA,PC07578,MSA1001
1483,Pseudomonas,-99.99408138,PC07578,MSA1001
1484,Pyramidobacter,NA,PC07578,MSA1001
1485,Ralstonia,NA,PC07578,MSA1001
1486,Rhodobacter,NA,PC07578,MSA1001
1487,Saccharomyces,NA,PC07578,MSA1001
1488,Salmonella,NA,PC07578,MSA1001
1489,Staphylococcus,322.7339961,PC07578,MSA1001
1490,Streptococcus,NA,PC07578,MSA1001
1491,Subdoligranulum,NA,PC07578,MSA1001
1492,Clostridium innocuum group,NA,PC07578,MSA1001
1493,Eubacterium coprostanoligenes group,NA,PC07578,MSA1001
1494,Eubacterium eligens group,NA,PC07578,MSA1001
1495,Eubacterium hallii group,NA,PC07578,MSA1001
1496,Eubacterium rectale group,NA,PC07578,MSA1001
1497,Eubacterium ventriosum group,NA,PC07578,MSA1001
1498,Eubacterium xylanophilum group,NA,PC07578,MSA1001
1499,Ruminococcus gauvreauii group,NA,PC07578,MSA1001
1500,Ruminococcus torques group,NA,PC07578,MSA1001
1501,Adlercreutzia,NA,PC07578,MSA1001
1502,Akkermansia,NA,PC07578,MSA1001
1503,Ambiguous_taxa,NA,PC07578,MSA1001
1504,Anaerofilum,NA,PC07578,MSA1001
1505,Anaerotruncus,NA,PC07578,MSA1001
1506,Blautia,NA,PC07578,MSA1001
1507,Butyricicoccus,NA,PC07578,MSA1001
1508,Candidatus Stoquefichus,NA,PC07578,MSA1001
1509,Carnobacterium,NA,PC07578,MSA1001
1510,Christensenellaceae R-7 group,NA,PC07578,MSA1001
1511,Clostridium sensu stricto 1,NA,PC07578,MSA1001
1512,Coprococcus 1,NA,PC07578,MSA1001
1513,Coprococcus 2,NA,PC07578,MSA1001
1514,Coprococcus 3,NA,PC07578,MSA1001
1515,Defluviitaleaceae UCG-011,NA,PC07578,MSA1001
1516,Dialister,NA,PC07578,MSA1001
1517,Dorea,NA,PC07578,MSA1001
1518,Eisenbergiella,NA,PC07578,MSA1001
1519,Enterobacter,NA,PC07578,MSA1001
1520,Erwinia,NA,PC07578,MSA1001
1521,Erysipelatoclostridium,NA,PC07578,MSA1001
1522,Erysipelotrichaceae UCG-003,NA,PC07578,MSA1001
1523,Faecalibacterium,NA,PC07578,MSA1001
1524,Family XIII AD3011 group,NA,PC07578,MSA1001
1525,Flavonifractor,NA,PC07578,MSA1001
1526,Fusicatenibacter,NA,PC07578,MSA1001
1527,Gordonibacter,NA,PC07578,MSA1001
1528,Gossypium arboreum,NA,PC07578,MSA1001
1529,Holdemania,NA,PC07578,MSA1001
1530,Hungatella,NA,PC07578,MSA1001
1531,Intestinibacter,NA,PC07578,MSA1001
1532,Intestinimonas,NA,PC07578,MSA1001
1533,Kluyvera,NA,PC07578,MSA1001
1534,Lachnospira,NA,PC07578,MSA1001
1535,Lachnospiraceae FCS020 group,NA,PC07578,MSA1001
1536,Lachnospiraceae ND3007 group,NA,PC07578,MSA1001
1537,Lachnospiraceae NK4A136 group,NA,PC07578,MSA1001
1538,Lachnospiraceae UCG-001,NA,PC07578,MSA1001
1539,Lachnospiraceae UCG-004,NA,PC07578,MSA1001
1540,Lachnospiraceae UCG-008,NA,PC07578,MSA1001
1541,Lactonifactor,NA,PC07578,MSA1001
1542,Marvinbryantia,NA,PC07578,MSA1001
1543,Odoribacter,NA,PC07578,MSA1001
1544,Oryza sativa Indica Group (long-grained rice),NA,PC07578,MSA1001
1545,Other,NA,PC07578,MSA1001
1546,Oxalobacter,NA,PC07578,MSA1001
1547,Parasutterella,NA,PC07578,MSA1001
1548,Phascolarctobacterium,NA,PC07578,MSA1001
1549,Porphyromonas,NA,PC07578,MSA1001
1550,Raoultella,NA,PC07578,MSA1001
1551,Roseburia,NA,PC07578,MSA1001
1552,Ruminiclostridium,NA,PC07578,MSA1001
1553,Ruminiclostridium 5,NA,PC07578,MSA1001
1554,Ruminiclostridium 9,NA,PC07578,MSA1001
1555,Ruminococcaceae NK4A214 group,NA,PC07578,MSA1001
1556,Ruminococcaceae UCG-002,NA,PC07578,MSA1001
1557,Ruminococcaceae UCG-003,NA,PC07578,MSA1001
1558,Ruminococcaceae UCG-004,NA,PC07578,MSA1001
1559,Ruminococcaceae UCG-005,NA,PC07578,MSA1001
1560,Ruminococcaceae UCG-013,NA,PC07578,MSA1001
1561,Ruminococcaceae UCG-014,NA,PC07578,MSA1001
1562,Ruminococcus 1,NA,PC07578,MSA1001
1563,Ruminococcus 2,NA,PC07578,MSA1001
1564,Sellimonas,NA,PC07578,MSA1001
1565,Serratia,NA,PC07578,MSA1001
1566,Succiniclasticum,NA,PC07578,MSA1001
1567,Tyzzerella,NA,PC07578,MSA1001
1568,Tyzzerella 3,NA,PC07578,MSA1001
1569,Acinetobacter,NA,PC07578,MSA1002
1570,Actinomyces,NA,PC07578,MSA1002
1571,Alistipes,NA,PC07578,MSA1002
1572,Anaerostipes,NA,PC07578,MSA1002
1573,Bacillus,-99.91365484,PC07578,MSA1002
1574,Bacteroides,NA,PC07578,MSA1002
1575,Bifidobacterium,NA,PC07578,MSA1002
1576,Bilophila,NA,PC07578,MSA1002
1577,Clostridium,NA,PC07578,MSA1002
1578,Lachnoclostridium,NA,PC07578,MSA1002
1579,Collinsella,NA,PC07578,MSA1002
1580,Coprobacillus,NA,PC07578,MSA1002
1581,Cryptococcus,NA,PC07578,MSA1002
1582,Deinococcus,NA,PC07578,MSA1002
1583,Enterococcus,-79.941792,PC07578,MSA1002
1584,Escherichia-Shigella,-68.69243578,PC07578,MSA1002
1585,Fusobacterium,NA,PC07578,MSA1002
1586,Helicobacter,NA,PC07578,MSA1002
1587,Lactobacillus,-68.6081376,PC07578,MSA1002
1588,Listeria,-99.95855432,PC07578,MSA1002
1589,Neisseria,NA,PC07578,MSA1002
1590,Paenibacillus,NA,PC07578,MSA1002
